LapNumber,AirTemp,Humidity,Pressure,TrackTemp,WindDirection,WindSpeed,Rainfall,Year,DriverNumber,RPM,nGear,Throttle,Brake,DRS,Time,Driver,LapTime,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Weight
57.0,22.6,54.8,1010.8,30.4,128.0,1.0,1.0,2019,26,9428.570570570571,3.687687687687688,46.22222222222222,72,0,0 days 01:49:43.734000,KVY,0 days 00:01:18.936000,2.0,,,0 days 00:00:20.603000,0 days 00:00:37.046000,0 days 00:00:21.287000,0 days 01:48:45.420000,0 days 01:49:22.466000,0 days 01:49:43.753000,200.0,187.0,260.0,282.0,False,MEDIUM,25.0,True,Toro Rosso,0 days 01:48:24.798000,,1,7.0,False,,False,True,771.3747953583465
58.0,22.6,54.8,1010.8,30.7,0.0,0.6,1.0,2019,26,9340.841463414634,3.667682926829268,43.4359756097561,74,0,0 days 01:51:02.644000,KVY,0 days 00:01:18.910000,2.0,,,0 days 00:00:20.378000,0 days 00:00:36.846000,0 days 00:00:21.686000,0 days 01:50:04.131000,0 days 01:50:40.977000,0 days 01:51:02.663000,202.0,187.0,261.0,282.0,False,MEDIUM,26.0,True,Toro Rosso,0 days 01:49:43.734000,,1,7.0,False,,False,True,770.0862228260601
59.0,22.8,54.3,1010.8,30.7,54.0,1.1,1.0,2019,26,9426.006060606062,3.724242424242424,45.2030303030303,75,0,0 days 01:52:21.538000,KVY,0 days 00:01:18.894000,2.0,,,0 days 00:00:20.472000,0 days 00:00:37.116000,0 days 00:00:21.306000,0 days 01:51:23.135000,0 days 01:52:00.251000,0 days 01:52:21.557000,201.0,189.0,260.0,282.0,False,MEDIUM,27.0,True,Toro Rosso,0 days 01:51:02.644000,,1,7.0,False,,False,True,768.7976502937736
60.0,22.7,54.25,1010.75,30.45,156.0,1.05,2.0,2019,26,9420.177710843374,3.719879518072289,45.94879518072289,77,0,0 days 01:53:39.626000,KVY,0 days 00:01:18.088000,2.0,,,0 days 00:00:20.233000,0 days 00:00:36.595000,0 days 00:00:21.260000,0 days 01:52:41.790000,0 days 01:53:18.385000,0 days 01:53:39.645000,205.0,191.0,261.0,282.0,False,MEDIUM,28.0,True,Toro Rosso,0 days 01:52:21.538000,,1,7.0,False,,False,True,767.5090777614872
61.0,22.7,54.2,1010.7,30.5,0.0,0.7,1.0,2019,26,9528.554545454546,3.693939393939394,46.81818181818182,74,0,0 days 01:54:57.499000,KVY,0 days 00:01:17.873000,2.0,,,0 days 00:00:20.268000,0 days 00:00:36.576000,0 days 00:00:21.029000,0 days 01:53:59.913000,0 days 01:54:36.489000,0 days 01:54:57.518000,202.0,191.0,261.0,282.0,False,MEDIUM,29.0,True,Toro Rosso,0 days 01:53:39.626000,,1,7.0,False,,False,True,766.2205052292007
62.0,22.6,54.6,1010.8,30.5,145.0,0.4,1.0,2019,26,9474.432515337425,3.677914110429448,45.50920245398773,73,0,0 days 01:56:15.277000,KVY,0 days 00:01:17.778000,2.0,,,0 days 00:00:20.157000,0 days 00:00:36.738000,0 days 00:00:20.883000,0 days 01:55:17.675000,0 days 01:55:54.413000,0 days 01:56:15.296000,203.0,191.0,261.0,281.0,False,MEDIUM,30.0,True,Toro Rosso,0 days 01:54:57.499000,,1,7.0,False,,False,True,764.9319326969144
63.0,22.75,54.1,1010.75,30.55,192.5,0.95,2.0,2019,26,9447.78484848485,3.651515151515152,45.02424242424242,81,0,0 days 01:57:33.243000,KVY,0 days 00:01:17.966000,2.0,,,0 days 00:00:20.187000,0 days 00:00:36.598000,0 days 00:00:21.181000,0 days 01:56:35.483000,0 days 01:57:12.081000,0 days 01:57:33.262000,201.0,191.0,261.0,283.0,False,MEDIUM,31.0,True,Toro Rosso,0 days 01:56:15.277000,,1,7.0,False,,False,True,763.6433601646279
64.0,22.9,53.6,1010.7,30.6,121.0,0.7,1.0,2019,26,9411.48632218845,3.696048632218845,45.60790273556231,80,0,0 days 01:58:51.606000,KVY,0 days 00:01:18.363000,2.0,,,0 days 00:00:20.275000,0 days 00:00:36.905000,0 days 00:00:21.183000,0 days 01:57:53.537000,0 days 01:58:30.442000,0 days 01:58:51.625000,,185.0,257.0,283.0,False,MEDIUM,32.0,True,Toro Rosso,0 days 01:57:33.243000,,1,7.0,False,,False,True,762.3547876323414
65.0,22.9,53.3,1010.7,30.6,0.0,0.5,1.0,2019,26,9451.307926829268,3.7103658536585367,46.03353658536585,78,0,0 days 02:00:09.920000,KVY,0 days 00:01:18.314000,2.0,,,0 days 00:00:20.325000,0 days 00:00:36.669000,0 days 00:00:21.320000,0 days 01:59:11.950000,0 days 01:59:48.619000,0 days 02:00:09.939000,204.0,189.0,260.0,282.0,False,MEDIUM,33.0,True,Toro Rosso,0 days 01:58:51.606000,,1,7.0,False,,False,True,761.066215100055
66.0,23.0,53.4,1010.8,30.7,150.0,1.6,1.0,2019,26,9447.92749244713,3.6797583081571,45.46223564954683,84,0,0 days 02:01:27.920000,KVY,0 days 00:01:18,2.0,,,0 days 00:00:20.238000,0 days 00:00:36.680000,0 days 00:00:21.082000,0 days 02:00:30.177000,0 days 02:01:06.857000,0 days 02:01:27.939000,205.0,191.0,261.0,282.0,False,MEDIUM,34.0,True,Toro Rosso,0 days 02:00:09.920000,,1,7.0,False,,False,True,759.7776425677686
67.0,23.1,52.75,1010.75,30.75,47.5,0.65,2.0,2019,26,9447.169696969697,3.678787878787879,46.051515151515154,82,15,0 days 02:02:46.167000,KVY,0 days 00:01:18.247000,2.0,,,0 days 00:00:20.388000,0 days 00:00:36.598000,0 days 00:00:21.261000,0 days 02:01:48.327000,0 days 02:02:24.925000,0 days 02:02:46.186000,202.0,191.0,261.0,283.0,False,MEDIUM,35.0,True,Toro Rosso,0 days 02:01:27.920000,,1,7.0,False,,False,True,758.4890700354821
68.0,23.0,53.2,1010.7,30.4,129.0,0.5,1.0,2019,26,9400.764179104475,3.656716417910448,44.50149253731343,77,6,0 days 02:04:04.357000,KVY,0 days 00:01:18.190000,2.0,,,0 days 00:00:20.413000,0 days 00:00:36.698000,0 days 00:00:21.079000,0 days 02:03:06.599000,0 days 02:03:43.297000,0 days 02:04:04.376000,203.0,190.0,270.0,284.0,False,MEDIUM,36.0,True,Toro Rosso,0 days 02:02:46.167000,,1,7.0,False,,False,True,757.2004975031957
69.0,23.0,53.2,1010.7,30.4,148.0,1.0,1.0,2019,26,9399.100917431191,3.669724770642202,43.89296636085627,74,0,0 days 02:05:23.548000,KVY,0 days 00:01:19.191000,2.0,,,0 days 00:00:20.774000,0 days 00:00:37.284000,0 days 00:00:21.133000,0 days 02:04:25.150000,0 days 02:05:02.434000,0 days 02:05:23.567000,196.0,189.0,261.0,282.0,False,MEDIUM,37.0,True,Toro Rosso,0 days 02:04:04.357000,,1,7.0,False,,False,True,755.9119249709092
70.0,22.95,53.8,1010.75,30.5,166.0,1.85,1.0,2019,26,9415.730303030305,3.684848484848485,45.31515151515151,80,14,0 days 02:06:42.091000,KVY,0 days 00:01:18.543000,2.0,,,0 days 00:00:20.505000,0 days 00:00:36.781000,0 days 00:00:21.257000,0 days 02:05:44.072000,0 days 02:06:20.853000,0 days 02:06:42.110000,201.0,191.0,261.0,283.0,False,MEDIUM,38.0,True,Toro Rosso,0 days 02:05:23.548000,,1,7.0,False,,False,True,754.6233524386228
71.0,23.0,54.1,1010.7,30.6,159.0,1.1,0.0,2019,26,9406.123123123123,3.702702702702703,45.26126126126126,74,21,0 days 02:08:00.266000,KVY,0 days 00:01:18.175000,2.0,,,0 days 00:00:20.253000,0 days 00:00:36.816000,0 days 00:00:21.106000,0 days 02:07:02.363000,0 days 02:07:39.179000,0 days 02:08:00.285000,199.0,189.0,270.0,283.0,False,MEDIUM,39.0,True,Toro Rosso,0 days 02:06:42.091000,,1,7.0,False,,False,True,753.3347799063364
72.0,23.0,53.5,1010.7,30.6,115.0,1.6,0.0,2019,26,9406.84756097561,3.658536585365854,44.16463414634146,78,4,0 days 02:09:18.818000,KVY,0 days 00:01:18.552000,2.0,,,0 days 00:00:20.315000,0 days 00:00:37.005000,0 days 00:00:21.232000,0 days 02:08:20.600000,0 days 02:08:57.605000,0 days 02:09:18.837000,201.0,192.0,269.0,283.0,False,MEDIUM,40.0,True,Toro Rosso,0 days 02:08:00.266000,,1,7.0,False,,False,True,752.0462073740499
73.0,23.0,53.650000000000006,1010.7,30.55,75.5,1.9,0.0,2019,26,9436.407294832828,3.674772036474164,45.15501519756839,79,0,0 days 02:10:37.350000,KVY,0 days 00:01:18.532000,2.0,,,0 days 00:00:20.454000,0 days 00:00:36.843000,0 days 00:00:21.235000,0 days 02:09:39.291000,0 days 02:10:16.134000,0 days 02:10:37.369000,,191.0,261.0,283.0,False,MEDIUM,41.0,True,Toro Rosso,0 days 02:09:18.818000,,1,7.0,False,,False,True,750.7576348417635
74.0,23.0,54.1,1010.7,30.4,158.0,0.9,0.0,2019,26,9393.048048048047,3.72972972972973,45.32132132132132,77,0,0 days 02:11:55.584000,KVY,0 days 00:01:18.234000,2.0,,,0 days 00:00:20.336000,0 days 00:00:36.731000,0 days 00:00:21.167000,0 days 02:10:57.705000,0 days 02:11:34.436000,0 days 02:11:55.603000,204.0,187.0,262.0,283.0,False,MEDIUM,42.0,True,Toro Rosso,0 days 02:10:37.350000,,1,7.0,False,,False,True,749.4690623094771
75.0,23.2,53.0,1010.7,30.5,147.0,1.7,0.0,2019,26,9486.89197530864,3.641975308641976,44.75925925925926,77,0,0 days 02:13:14.100000,KVY,0 days 00:01:18.516000,2.0,,,0 days 00:00:20.325000,0 days 00:00:37.003000,0 days 00:00:21.188000,0 days 02:12:15.928000,0 days 02:12:52.931000,0 days 02:13:14.119000,202.0,188.0,262.0,283.0,False,MEDIUM,43.0,True,Toro Rosso,0 days 02:11:55.584000,,1,7.0,False,,False,True,748.1804897771906
76.0,23.2,52.8,1010.6,30.8,167.0,1.4,0.0,2019,26,9502.942771084336,3.6897590361445785,45.5933734939759,77,16,0 days 02:14:32.114000,KVY,0 days 00:01:18.014000,2.0,,,0 days 00:00:20.248000,0 days 00:00:36.750000,0 days 00:00:21.016000,0 days 02:13:34.367000,0 days 02:14:11.117000,0 days 02:14:32.133000,201.0,189.0,262.0,283.0,False,MEDIUM,44.0,True,Toro Rosso,0 days 02:13:14.100000,,1,7.0,False,,False,True,746.8919172449041
77.0,23.45,52.0,1010.65,30.8,194.0,1.2999999999999998,0.0,2019,26,9542.430722891566,3.629518072289157,45.77710843373494,84,4,0 days 02:15:50.321000,KVY,0 days 00:01:18.207000,2.0,,,0 days 00:00:20.352000,0 days 00:00:36.733000,0 days 00:00:21.122000,0 days 02:14:52.485000,0 days 02:15:29.218000,0 days 02:15:50.340000,203.0,190.0,271.0,284.0,False,MEDIUM,45.0,True,Toro Rosso,0 days 02:14:32.114000,,1,7.0,False,,False,True,745.6033447126177
78.0,23.766666666666666,50.5,1010.6333333333332,31.03333333333333,153.66666666666666,1.7333333333333334,0.0,2019,26,5935.112135176652,1.855606758832565,13.221198156682028,88,0,0 days 02:17:08.702000,KVY,0 days 00:01:18.381000,2.0,,,0 days 00:00:20.403000,0 days 00:00:36.535000,0 days 00:00:21.443000,0 days 02:16:10.743000,0 days 02:16:47.278000,0 days 02:17:08.721000,201.0,191.0,259.0,286.0,False,MEDIUM,46.0,True,Toro Rosso,0 days 02:15:50.321000,,12,7.0,False,,False,True,744.3147721803313
1.0,22.4,52.0,1011.1,34.4,59.0,0.9,0.0,2019,23,9438.795321637426,3.608187134502924,45.19005847953216,99,0,0 days 00:34:16.621000,ALB,0 days 00:01:30.930000,1.0,,,,0 days 00:00:39.917000,0 days 00:00:21.826000,,0 days 00:33:54.918000,0 days 00:34:16.758000,149.0,175.0,263.0,281.0,False,SOFT,6.0,False,Toro Rosso,0 days 00:32:45.521000,,12,10.0,False,,False,False,846.930780660274
2.0,22.2,52.9,1011.1,34.0,186.0,0.4,0.0,2019,23,9466.24251497006,3.6077844311377247,45.71257485029941,93,16,0 days 00:35:37.207000,ALB,0 days 00:01:20.586000,1.0,,,0 days 00:00:21.499000,0 days 00:00:37.546000,0 days 00:00:21.541000,0 days 00:34:38.130000,0 days 00:35:15.676000,0 days 00:35:37.217000,171.0,175.0,257.0,281.0,True,SOFT,7.0,False,Toro Rosso,0 days 00:34:16.621000,,1,10.0,False,,False,True,845.6007295571411
3.0,22.3,53.1,1011.1,34.3,268.0,1.2,0.0,2019,23,9352.97005988024,3.622754491017964,45.6437125748503,90,13,0 days 00:36:56.542000,ALB,0 days 00:01:19.335000,1.0,,,0 days 00:00:21.019000,0 days 00:00:37.016000,0 days 00:00:21.300000,0 days 00:35:58.236000,0 days 00:36:35.252000,0 days 00:36:56.552000,181.0,179.0,264.0,282.0,True,SOFT,8.0,False,Toro Rosso,0 days 00:35:37.207000,,1,10.0,False,,False,True,844.2706784540084
4.0,22.4,52.95,1011.0,34.3,357.5,0.85,2.0,2019,23,9583.21068249258,3.5667655786350148,45.87833827893175,99,21,0 days 00:38:16.153000,ALB,0 days 00:01:19.611000,1.0,,,0 days 00:00:21.192000,0 days 00:00:36.884000,0 days 00:00:21.535000,0 days 00:37:17.744000,0 days 00:37:54.628000,0 days 00:38:16.163000,180.0,180.0,265.0,283.0,False,SOFT,9.0,False,Toro Rosso,0 days 00:36:56.542000,,1,10.0,False,,False,True,842.9406273508756
5.0,22.7,52.6,1011.0,34.6,148.0,0.6,1.0,2019,23,9460.753753753754,3.5705705705705704,44.03303303303304,94,16,0 days 00:39:35.673000,ALB,0 days 00:01:19.520000,1.0,,,0 days 00:00:21.122000,0 days 00:00:37.120000,0 days 00:00:21.278000,0 days 00:38:37.285000,0 days 00:39:14.405000,0 days 00:39:35.683000,,177.0,266.0,283.0,False,SOFT,10.0,False,Toro Rosso,0 days 00:38:16.153000,,1,10.0,False,,False,True,841.6105762477429
6.0,22.9,52.2,1011.0,34.6,0.0,0.4,1.0,2019,23,9467.233727810652,3.57396449704142,44.31952662721893,98,4,0 days 00:40:55.188000,ALB,0 days 00:01:19.515000,1.0,,,0 days 00:00:20.979000,0 days 00:00:37.016000,0 days 00:00:21.520000,0 days 00:39:56.662000,0 days 00:40:33.678000,0 days 00:40:55.198000,185.0,180.0,266.0,283.0,False,SOFT,11.0,False,Toro Rosso,0 days 00:39:35.673000,,12,10.0,False,,False,True,840.28052514461
7.0,22.85,51.85,1011.05,34.3,101.0,0.55,2.0,2019,23,9470.824925816023,3.551928783382789,44.676557863501486,93,0,0 days 00:42:15.277000,ALB,0 days 00:01:20.089000,1.0,,,0 days 00:00:21.604000,0 days 00:00:37.185000,0 days 00:00:21.300000,0 days 00:41:16.802000,0 days 00:41:53.987000,0 days 00:42:15.287000,176.0,180.0,256.0,282.0,False,SOFT,12.0,False,Toro Rosso,0 days 00:40:55.188000,,1,10.0,False,,False,True,838.9504740414773
8.0,22.9,51.5,1011.1,34.3,0.0,0.4,1.0,2019,23,9444.646198830407,3.5497076023391814,44.69298245614035,98,0,0 days 00:43:35.536000,ALB,0 days 00:01:20.259000,1.0,,,0 days 00:00:21.243000,0 days 00:00:37.512000,0 days 00:00:21.504000,0 days 00:42:36.530000,0 days 00:43:14.042000,0 days 00:43:35.546000,183.0,182.0,257.0,266.0,False,SOFT,13.0,False,Toro Rosso,0 days 00:42:15.277000,,12,10.0,False,,False,True,837.6204229383445
9.0,22.7,52.2,1011.0,33.8,0.0,0.7,1.0,2019,23,8965.531335149864,3.384196185286104,35.038147138964575,104,0,0 days 00:44:56.238000,ALB,0 days 00:01:20.702000,1.0,,,0 days 00:00:21.069000,0 days 00:00:37.763000,0 days 00:00:21.870000,0 days 00:43:56.615000,0 days 00:44:34.378000,0 days 00:44:56.248000,181.0,176.0,256.0,282.0,False,SOFT,14.0,False,Toro Rosso,0 days 00:43:35.536000,,12,10.0,False,,False,True,836.2903718352118
10.0,22.65,52.05,1010.9,34.0,36.0,0.45,2.0,2019,23,9023.860927152318,2.390728476821192,29.88520971302428,133,0,0 days 00:46:23.464000,ALB,0 days 00:01:27.226000,1.0,,,0 days 00:00:21.082000,0 days 00:00:37.644000,0 days 00:00:28.500000,0 days 00:45:17.330000,0 days 00:45:54.974000,0 days 00:46:23.474000,178.0,174.0,80.0,282.0,False,SOFT,15.0,False,Toro Rosso,0 days 00:44:56.238000,,124,10.0,False,,False,False,834.960320732079
11.0,22.95,51.6,1011.0,34.3,245.5,0.6499999999999999,2.0,2019,23,8959.800464037124,2.519721577726218,35.150812064965194,113,0,0 days 00:48:11.013000,ALB,0 days 00:01:47.549000,1.0,,,0 days 00:00:33.391000,0 days 00:00:47.824000,0 days 00:00:26.334000,0 days 00:46:56.865000,0 days 00:47:44.689000,0 days 00:48:11.023000,123.0,151.0,133.0,232.0,False,SOFT,16.0,False,Toro Rosso,0 days 00:46:23.464000,,4,8.0,False,,False,False,833.6302696289462
12.0,22.9,51.8,1010.95,34.1,253.0,0.5,2.0,2019,23,9309.120987654322,2.696296296296296,36.36296296296296,112,0,0 days 00:49:53.466000,ALB,0 days 00:01:42.453000,1.0,,,0 days 00:00:28.207000,0 days 00:00:45.642000,0 days 00:00:28.604000,0 days 00:48:39.230000,0 days 00:49:24.872000,0 days 00:49:53.476000,62.0,161.0,209.0,244.0,False,SOFT,17.0,False,Toro Rosso,0 days 00:48:11.013000,,4,8.0,False,,False,False,832.3002185258134
13.0,22.95,51.85,1010.95,34.349999999999994,148.5,1.4,2.0,2019,23,8882.16386554622,2.180672268907563,30.1281512605042,135,0,0 days 00:51:28.905000,ALB,0 days 00:01:35.439000,1.0,,,0 days 00:00:24.088000,0 days 00:00:42.803000,0 days 00:00:28.548000,0 days 00:50:17.564000,0 days 00:51:00.367000,0 days 00:51:28.915000,130.0,171.0,207.0,248.0,False,SOFT,18.0,False,Toro Rosso,0 days 00:49:53.466000,,4,8.0,False,,False,False,830.9701674226807
14.0,22.9,52.1,1011.0,34.2,140.0,1.4,1.0,2019,23,9340.548387096776,3.49266862170088,43.16422287390029,114,0,0 days 00:53:21.753000,ALB,0 days 00:01:52.848000,1.0,,,0 days 00:00:30.063000,0 days 00:00:55.633000,0 days 00:00:27.152000,0 days 00:51:58.978000,0 days 00:52:54.611000,0 days 00:53:21.763000,119.0,76.0,257.0,171.0,False,SOFT,19.0,False,Toro Rosso,0 days 00:51:28.905000,,41,8.0,False,,False,False,829.6401163195478
15.0,22.8,51.7,1010.9,34.2,0.0,1.2,1.0,2019,23,9462.84411764706,3.6176470588235294,44.61764705882353,105,0,0 days 00:54:43.574000,ALB,0 days 00:01:21.821000,1.0,,,0 days 00:00:21.735000,0 days 00:00:38.389000,0 days 00:00:21.697000,0 days 00:53:43.498000,0 days 00:54:21.887000,0 days 00:54:43.584000,160.0,180.0,258.0,281.0,False,SOFT,20.0,False,Toro Rosso,0 days 00:53:21.753000,,12,8.0,False,,False,True,828.3100652164151
16.0,22.7,51.95,1011.0,33.8,76.5,0.55,2.0,2019,23,9342.07121661721,3.614243323442136,43.54005934718101,102,13,0 days 00:56:03.670000,ALB,0 days 00:01:20.096000,1.0,,,0 days 00:00:21.539000,0 days 00:00:37.051000,0 days 00:00:21.506000,0 days 00:55:05.123000,0 days 00:55:42.174000,0 days 00:56:03.680000,169.0,179.0,258.0,283.0,False,SOFT,21.0,False,Toro Rosso,0 days 00:54:43.574000,,21,8.0,False,,False,True,826.9800141132823
17.0,22.5,52.6,1010.9,33.5,127.0,0.6,1.0,2019,23,9488.34808259587,3.610619469026549,44.37463126843658,104,2,0 days 00:57:23.696000,ALB,0 days 00:01:20.026000,1.0,,,0 days 00:00:21.067000,0 days 00:00:37.324000,0 days 00:00:21.635000,0 days 00:56:24.747000,0 days 00:57:02.071000,0 days 00:57:23.706000,178.0,178.0,264.0,284.0,False,SOFT,22.0,False,Toro Rosso,0 days 00:56:03.670000,,1,8.0,False,,False,True,825.6499630101496
18.0,22.7,52.0,1010.9,33.5,328.0,1.2,1.0,2019,23,9508.975975975976,3.5975975975975976,44.97897897897898,98,0,0 days 00:58:43.235000,ALB,0 days 00:01:19.539000,1.0,,,0 days 00:00:21.170000,0 days 00:00:37.071000,0 days 00:00:21.298000,0 days 00:57:44.876000,0 days 00:58:21.947000,0 days 00:58:43.245000,183.0,183.0,258.0,284.0,False,SOFT,23.0,False,Toro Rosso,0 days 00:57:23.696000,,1,8.0,False,,False,True,824.3199119070168
19.0,23.0,51.400000000000006,1010.9,33.65,82.5,0.8,2.0,2019,23,9533.231927710844,3.602409638554217,46.123493975903614,104,0,0 days 01:00:02.427000,ALB,0 days 00:01:19.192000,1.0,,,0 days 00:00:21.048000,0 days 00:00:36.887000,0 days 00:00:21.257000,0 days 00:59:04.293000,0 days 00:59:41.180000,0 days 01:00:02.437000,182.0,183.0,257.0,282.0,True,SOFT,24.0,False,Toro Rosso,0 days 00:58:43.235000,,1,8.0,False,,False,True,822.989860803884
20.0,23.3,50.1,1010.9,34.0,329.0,0.9,1.0,2019,23,9553.254545454543,3.603030303030303,46.6030303030303,96,0,0 days 01:01:20.885000,ALB,0 days 00:01:18.458000,1.0,,,0 days 00:00:20.749000,0 days 00:00:36.708000,0 days 00:00:21.001000,0 days 01:00:23.186000,0 days 01:00:59.894000,0 days 01:01:20.895000,185.0,181.0,256.0,282.0,True,SOFT,25.0,False,Toro Rosso,0 days 01:00:02.427000,,1,8.0,False,,False,True,821.6598097007512
21.0,23.4,50.2,1010.8,33.8,30.0,1.0,1.0,2019,23,9507.483483483484,3.615615615615616,45.693693693693696,96,0,0 days 01:02:39.317000,ALB,0 days 00:01:18.432000,1.0,,,0 days 00:00:20.662000,0 days 00:00:36.551000,0 days 00:00:21.219000,0 days 01:01:41.557000,0 days 01:02:18.108000,0 days 01:02:39.327000,188.0,186.0,257.0,282.0,True,SOFT,26.0,False,Toro Rosso,0 days 01:01:20.885000,,1,8.0,False,,False,True,820.3297585976185
22.0,23.65,50.15,1010.9,33.9,132.0,0.85,2.0,2019,23,9531.365269461076,3.604790419161677,46.02994011976048,99,0,0 days 01:03:58.387000,ALB,0 days 00:01:19.070000,1.0,,,0 days 00:00:20.792000,0 days 00:00:37.015000,0 days 00:00:21.263000,0 days 01:03:00.119000,0 days 01:03:37.134000,0 days 01:03:58.397000,186.0,182.0,258.0,276.0,False,SOFT,27.0,False,Toro Rosso,0 days 01:02:39.317000,,1,8.0,False,,False,True,818.9997074944857
23.0,23.5,49.6,1010.9,33.9,153.0,1.8,1.0,2019,23,9486.973134328358,3.6686567164179102,46.38805970149254,98,0,0 days 01:05:17.432000,ALB,0 days 00:01:19.045000,1.0,,,0 days 00:00:20.797000,0 days 00:00:37.045000,0 days 00:00:21.203000,0 days 01:04:19.194000,0 days 01:04:56.239000,0 days 01:05:17.442000,184.0,183.0,257.0,283.0,False,SOFT,28.0,False,Toro Rosso,0 days 01:03:58.387000,,1,8.0,False,,False,True,817.6696563913529
24.0,23.4,50.5,1010.9,33.7,133.0,1.0,1.0,2019,23,9484.9,3.651515151515152,46.08181818181818,96,0,0 days 01:06:36.265000,ALB,0 days 00:01:18.833000,1.0,,,0 days 00:00:20.725000,0 days 00:00:36.993000,0 days 00:00:21.115000,0 days 01:05:38.167000,0 days 01:06:15.160000,0 days 01:06:36.275000,,184.0,257.0,282.0,False,SOFT,29.0,False,Toro Rosso,0 days 01:05:17.432000,,1,8.0,False,,False,True,816.3396052882201
25.0,23.2,51.3,1010.85,33.3,93.5,1.05,2.0,2019,23,9453.726443768996,3.650455927051672,46.48024316109422,95,0,0 days 01:07:54.782000,ALB,0 days 00:01:18.517000,1.0,,,0 days 00:00:20.653000,0 days 00:00:36.750000,0 days 00:00:21.114000,0 days 01:06:56.928000,0 days 01:07:33.678000,0 days 01:07:54.792000,,184.0,258.0,282.0,False,SOFT,30.0,False,Toro Rosso,0 days 01:06:36.265000,,1,8.0,False,,False,True,815.0095541850874
26.0,23.2,52.0,1010.9,33.1,149.0,1.2,1.0,2019,23,9557.156156156156,3.6816816816816815,47.64564564564565,90,0,0 days 01:09:13.463000,ALB,0 days 00:01:18.681000,1.0,,,0 days 00:00:20.689000,0 days 00:00:36.846000,0 days 00:00:21.146000,0 days 01:08:15.481000,0 days 01:08:52.327000,0 days 01:09:13.473000,192.0,185.0,257.0,282.0,False,SOFT,31.0,False,Toro Rosso,0 days 01:07:54.782000,,1,8.0,False,,False,True,813.6795030819546
27.0,23.0,51.9,1010.8,32.8,141.0,1.2,1.0,2019,23,9558.472727272729,3.621212121212121,47.24545454545454,99,0,0 days 01:10:31.890000,ALB,0 days 00:01:18.427000,1.0,,,0 days 00:00:20.713000,0 days 00:00:36.734000,0 days 00:00:20.980000,0 days 01:09:34.186000,0 days 01:10:10.920000,0 days 01:10:31.900000,190.0,187.0,257.0,283.0,True,SOFT,32.0,False,Toro Rosso,0 days 01:09:13.463000,,1,7.0,False,,False,True,812.3494519788219
28.0,23.0,52.2,1010.9,32.8,135.0,0.7,1.0,2019,23,9578.75075987842,3.656534954407295,47.64133738601824,97,0,0 days 01:11:50.308000,ALB,0 days 00:01:18.418000,1.0,,,0 days 00:00:20.795000,0 days 00:00:36.644000,0 days 00:00:20.979000,0 days 01:10:52.695000,0 days 01:11:29.339000,0 days 01:11:50.318000,185.0,185.0,256.0,281.0,True,SOFT,33.0,False,Toro Rosso,0 days 01:10:31.890000,,1,7.0,False,,False,True,811.019400875689
29.0,22.75,52.65,1010.8,32.75,119.0,1.25,2.0,2019,23,9624.294832826748,3.674772036474164,49.37082066869301,98,0,0 days 01:13:08.429000,ALB,0 days 00:01:18.121000,1.0,,,0 days 00:00:20.706000,0 days 00:00:36.694000,0 days 00:00:20.721000,0 days 01:12:11.024000,0 days 01:12:47.718000,0 days 01:13:08.439000,181.0,188.0,257.0,281.0,True,SOFT,34.0,False,Toro Rosso,0 days 01:11:50.308000,,1,7.0,False,,False,True,809.6893497725563
30.0,22.6,52.0,1010.9,33.0,25.0,0.8,1.0,2019,23,9633.801242236024,3.6490683229813663,48.72981366459627,94,0,0 days 01:14:26.130000,ALB,0 days 00:01:17.701000,1.0,,,0 days 00:00:20.496000,0 days 00:00:36.459000,0 days 00:00:20.746000,0 days 01:13:28.935000,0 days 01:14:05.394000,0 days 01:14:26.140000,187.0,189.0,257.0,281.0,True,SOFT,35.0,False,Toro Rosso,0 days 01:13:08.429000,,1,6.0,False,,False,True,808.3592986694235
31.0,22.6,53.2,1010.8,32.4,1.0,0.9,1.0,2019,23,9682.80303030303,3.703030303030303,49.61818181818182,90,0,0 days 01:15:43.325000,ALB,0 days 00:01:17.195000,1.0,,,0 days 00:00:20.359000,0 days 00:00:36.291000,0 days 00:00:20.545000,0 days 01:14:46.499000,0 days 01:15:22.790000,0 days 01:15:43.335000,194.0,192.0,260.0,280.0,True,SOFT,36.0,False,Toro Rosso,0 days 01:14:26.130000,,1,6.0,False,,False,True,807.0292475662908
32.0,22.9,51.900000000000006,1010.9,32.5,75.5,1.0,2.0,2019,23,9732.171875,3.6625,49.265625,89,0,0 days 01:17:00.520000,ALB,0 days 00:01:17.195000,1.0,,,0 days 00:00:20.173000,0 days 00:00:36.249000,0 days 00:00:20.773000,0 days 01:16:03.508000,0 days 01:16:39.757000,0 days 01:17:00.530000,195.0,192.0,258.0,280.0,False,SOFT,37.0,False,Toro Rosso,0 days 01:15:43.325000,,1,5.0,False,,False,True,805.6991964631579
