LapNumber,AirTemp,Humidity,Pressure,TrackTemp,WindDirection,WindSpeed,Rainfall,Year
48.0,22.0,57.5,1018.4,43.75,109.0,1.4,0,2024
49.0,21.9,58.0,1018.5,43.7,354.0,1.0,0,2024
50.0,21.9,58.0,1018.5,43.7,89.0,1.1,0,2024
51.0,21.8,57.5,1018.55,43.1,126.0,0.85,0,2024
52.0,21.9,58.0,1018.5,43.2,321.0,0.8,0,2024
53.0,21.9,59.0,1018.6,43.0,228.0,1.1,0,2024
54.0,21.799999999999997,59.0,1018.4,42.65,118.0,1.25,0,2024
55.0,21.7,60.0,1018.4,42.4,59.0,0.9,0,2024
56.0,21.6,60.0,1018.4,42.2,140.0,0.8,0,2024
57.0,21.7,59.0,1018.5,42.4,0.0,0.6,0,2024
58.0,21.700000000000003,60.5,1018.45,42.05,19.5,1.15,0,2024
59.0,21.5,61.0,1018.5,42.3,284.0,0.5,0,2024
60.0,21.6,60.0,1018.4,42.3,222.0,0.6,0,2024
61.0,21.700000000000003,59.5,1018.4,42.0,252.5,1.05,0,2024
62.0,22.0,60.0,1018.5,42.0,284.0,0.8,0,2024
63.0,21.9,60.0,1018.3,41.2,47.0,0.8,0,2024
64.0,21.9,60.0,1018.4,42.0,215.0,0.9,0,2024
65.0,21.95,59.0,1018.3499999999999,41.7,304.0,1.45,0,2024
66.0,22.0,60.0,1018.3,41.6,58.0,1.0,0,2024
67.0,21.8,60.0,1018.4,40.9,14.0,0.7,0,2024
68.0,21.7,61.0,1018.4,41.1,229.0,0.8,0,2024
69.0,21.8,60.0,1018.45,41.6,216.5,0.9,0,2024
70.0,21.7,60.0,1018.4,41.1,0.0,0.4,0,2024
71.0,21.6,61.0,1018.4,41.0,58.0,0.7,0,2024
72.0,21.6,61.5,1018.4,40.5,211.5,0.7,0,2024
73.0,21.7,61.0,1018.4,40.8,293.0,1.1,0,2024
74.0,21.7,61.0,1018.4,40.8,214.0,0.7,0,2024
75.0,21.7,61.0,1018.4,40.6,353.0,0.6,0,2024
76.0,21.75,61.0,1018.4,40.75,221.5,1.05,0,2024
77.0,21.8,61.0,1018.4,40.9,284.0,0.8,0,2024
78.0,21.75,62.0,1018.45,40.25,84.0,0.7,0,2024
