DriverNumber,LapNumber,RPM,nGear,Throttle,Brake,DRS
1,1,9227.179153094463,3.511400651465798,44.34527687296417,74,0
1,2,9271.706666666667,3.68,45.34,77,0
1,3,9262.573426573426,3.702797202797203,44.54895104895105,72,0
1,4,9297.916387959865,3.5953177257525084,45.69565217391305,73,0
1,5,9233.506944444445,3.638888888888889,44.49652777777778,77,0
1,6,9225.130872483222,3.7315436241610738,45.68120805369127,74,0
1,7,9249.202054794521,3.7705479452054793,45.657534246575345,76,0
1,8,9376.204225352112,3.7640845070422535,47.482394366197184,69,0
1,9,9319.494773519164,3.7804878048780486,46.609756097560975,73,0
1,10,9348.765306122448,3.7176870748299318,47.30952380952381,70,0
1,11,9315.399305555555,3.7083333333333335,45.53819444444444,72,0
1,12,9359.472413793104,3.689655172413793,45.672413793103445,71,0
1,13,9285.595155709343,3.685121107266436,45.94117647058823,69,0
1,14,9330.831615120274,3.738831615120275,46.8041237113402,69,0
1,15,9389.43771043771,3.686868686868687,45.38047138047138,77,0
1,16,9305.948275862069,3.7586206896551726,47.87586206896552,72,0
1,17,9378.131487889274,3.7508650519031144,47.49826989619377,73,0
1,18,9328.891228070175,3.736842105263158,46.88070175438597,69,0
1,19,9307.094594594595,3.722972972972973,46.2972972972973,75,0
1,20,9337.482876712329,3.7054794520547945,46.945205479452056,76,0
1,21,9365.947552447553,3.7447552447552446,47.54195804195804,72,0
1,22,9345.232638888889,3.71875,47.91319444444444,73,0
1,23,9357.05119453925,3.7542662116040955,46.8259385665529,76,0
1,24,9343.227272727272,3.7412587412587412,47.31118881118881,72,0
1,25,9173.577181208053,3.6711409395973154,45.211409395973156,74,0
1,26,9335.438775510203,3.687074829931973,46.11904761904762,75,0
1,27,9236.325342465754,3.7465753424657535,46.054794520547944,74,0
1,28,9231.87,3.6466666666666665,46.29333333333334,80,0
1,29,9263.199324324325,3.652027027027027,45.63175675675676,78,0
1,30,9209.969696969696,3.676767676767677,45.98316498316498,71,0
1,31,9236.232786885246,3.6459016393442623,45.27213114754098,86,0
1,32,9320.510563380281,3.6514084507042255,46.69718309859155,77,0
1,33,9325.717171717171,3.6464646464646466,47.1986531986532,72,0
1,34,9361.472972972973,3.6722972972972974,47.192567567567565,72,0
1,35,9342.375838926175,3.640939597315436,45.31543624161074,77,0
1,36,9355.398601398601,3.674825174825175,46.52447552447553,72,0
1,37,9337.79649122807,3.6140350877192984,48.23157894736842,67,0
1,38,9322.986798679867,3.726072607260726,46.76237623762376,75,0
1,39,9357.140410958904,3.7465753424657535,47.05821917808219,70,0
