DriverNumber,LapNumber,RPM,nGear,Throttle,Brake,DRS
3,1,9423.694362017804,3.4035608308605343,45.80712166172107,78,0
3,2,9476.5,3.434131736526946,46.67664670658683,75,0
3,3,9334.440828402367,3.4940828402366866,48.180473372781066,72,0
3,4,9469.768768768768,3.3813813813813813,46.45945945945946,70,0
3,5,9486.867867867868,3.4114114114114114,47.08108108108108,70,0
3,6,9483.422155688622,3.3682634730538923,46.43712574850299,69,0
3,7,9408.937125748504,3.37125748502994,45.4311377245509,68,0
3,8,9460.428152492668,3.3900293255131966,44.73607038123167,61,0
3,9,9384.826210826212,3.2364672364672367,42.18518518518518,76,0
3,10,8436.863894139886,1.882797731568998,28.468809073724007,82,0
3,11,9285.23887587822,2.243559718969555,34.91100702576112,85,0
3,12,9495.644444444444,2.5185185185185186,38.32592592592592,89,0
3,13,8796.319057815846,2.107066381156317,29.2441113490364,106,0
3,14,9378.125730994152,3.242690058479532,42.37719298245614,89,0
3,15,9487.561764705883,3.2970588235294116,43.73823529411764,85,0
3,16,9441.00294117647,3.376470588235294,44.9264705882353,78,0
3,17,9288.688235294117,3.411764705882353,44.52647058823529,85,16
3,18,9307.381231671554,3.3929618768328447,43.57184750733138,83,20
3,19,9373.00294117647,3.3088235294117645,43.86176470588235,85,15
3,20,9305.497076023392,3.4707602339181287,45.47953216374269,82,20
3,21,9207.991124260356,3.366863905325444,42.349112426035504,78,13
3,22,9209.64534883721,3.447674418604651,43.174418604651166,75,6
3,23,9090.437317784257,3.4693877551020407,44.262390670553934,71,0
3,24,9179.395209580838,3.5419161676646707,44.73053892215569,74,0
3,25,9251.548961424332,3.4718100890207717,43.59940652818991,69,0
3,26,9288.48502994012,3.5089820359281436,45.28443113772455,76,0
3,27,9254.828402366864,3.5059171597633134,46.21301775147929,76,0
3,28,9219.417417417417,3.4954954954954953,44.726726726726724,76,0
3,29,9355.110447761193,3.4925373134328357,45.84776119402985,79,0
3,30,9312.547904191617,3.4940119760479043,46.07185628742515,76,0
3,31,9248.765243902439,3.4908536585365852,45.82012195121951,77,0
3,32,9208.875739644971,3.473372781065089,45.28698224852071,71,0
3,33,9283.267267267267,3.5225225225225225,44.828828828828826,71,0
3,34,9286.122023809523,3.544642857142857,45.125,71,0
3,35,9272.946268656717,3.4597014925373135,45.4089552238806,73,0
3,36,9212.147492625369,3.5250737463126844,44.40412979351032,70,0
3,37,9223.879056047197,3.52212389380531,45.15339233038348,72,0
3,38,9165.726726726727,3.5735735735735736,45.726726726726724,72,0
3,39,9347.613496932516,3.496932515337423,45.5920245398773,73,0
3,40,9324.216867469879,3.572289156626506,46.536144578313255,73,0
3,41,9237.90273556231,3.5410334346504557,44.6048632218845,78,11
3,42,9173.693215339234,3.5368731563421827,44.283185840707965,79,20
3,43,9082.291907514451,3.401734104046243,42.39306358381503,82,8
3,44,9053.754385964912,3.4678362573099415,42.62865497076023,77,16
3,45,9151.892045454546,3.377840909090909,42.03125,87,21
3,46,9466.233644859813,3.6542056074766354,50.70716510903427,77,5
3,47,9324.257668711656,3.567484662576687,48.14110429447853,68,0
3,48,9342.401234567902,3.595679012345679,48.425925925925924,73,0
3,49,9393.184049079755,3.647239263803681,49.84662576687116,70,0
3,50,9277.48773006135,3.6411042944785277,48.54601226993865,71,0
3,51,9319.492354740061,3.581039755351682,47.24770642201835,70,0
3,52,9253.155487804877,3.597560975609756,48.082317073170735,70,0
3,53,9339.018126888217,3.619335347432024,49.05740181268882,67,0
3,54,9437.613496932516,3.579754601226994,49.374233128834355,70,0
3,55,9330.89263803681,3.6165644171779143,48.604294478527606,72,0
3,56,9419.80981595092,3.5828220858895707,48.168711656441715,71,0
3,57,9314.63190184049,3.6104294478527605,48.1319018404908,70,0
3,58,9354.870769230769,3.609230769230769,48.815384615384616,70,0
3,59,9345.743119266055,3.602446483180428,48.862385321100916,69,0
3,60,9370.920245398773,3.6349693251533743,49.45092024539877,68,0
3,61,9395.544615384615,3.6369230769230767,48.92307692307692,68,0
3,62,9373.984520123839,3.674922600619195,49.417956656346746,74,0
3,63,9355.395705521472,3.647239263803681,48.54601226993865,75,0
3,64,9340.52012383901,3.653250773993808,49.13312693498452,71,0
3,65,9340.167701863355,3.642857142857143,49.03105590062112,74,0
3,66,9288.5,3.6424242424242426,48.72121212121212,71,0
3,67,9318.098159509202,3.638036809815951,48.38650306748466,67,0
3,68,9337.32,3.624615384615385,48.68923076923077,73,0
3,69,9301.768518518518,3.6203703703703702,48.148148148148145,70,0
3,70,9281.817901234568,3.6080246913580245,47.9320987654321,75,0
