DriverNumber,LapNumber,RPM,nGear,Throttle,Brake,DRS
3,1,9259.224852071005,3.497041420118343,42.337278106508876,86,0
3,2,9283.801801801801,3.5885885885885886,43.83483483483484,79,14
3,3,9145.920731707318,3.6189024390243905,43.28048780487805,78,3
3,4,9280.883233532933,3.62874251497006,44.83532934131737,78,0
3,5,9233.61094224924,3.6808510638297873,44.54103343465046,70,0
3,6,9325.61919504644,3.6594427244582044,45.22291021671827,75,0
3,7,9340.435582822085,3.638036809815951,45.34662576687116,82,0
3,8,9299.805555555555,3.682098765432099,45.73148148148148,81,0
3,9,9348.103343465045,3.6382978723404253,45.75987841945289,78,0
3,10,9303.40923076923,3.646153846153846,45.707692307692305,77,0
3,11,9415.834355828221,3.6748466257668713,46.70858895705521,76,0
3,12,9428.52923076923,3.6953846153846155,48.2,78,0
3,13,9467.707165109034,3.6697819314641746,47.85358255451713,81,0
3,14,9436.8875,3.68125,47.784375,81,0
3,15,9432.4625,3.65,46.475,77,0
3,16,9565.420560747663,3.6542056074766354,48.18380062305296,79,0
3,17,9535.177570093458,3.660436137071651,47.68847352024922,78,0
3,18,9528.056074766355,3.660436137071651,48.33956386292835,76,0
3,19,9420.455384615385,3.707692307692308,48.941538461538464,84,0
3,20,9392.655384615384,3.7169230769230768,48.20307692307692,80,0
3,21,9475.773291925465,3.6490683229813663,47.53105590062112,77,0
3,22,9430.29721362229,3.7027863777089784,48.56656346749226,83,0
3,23,9404.158385093167,3.7267080745341614,48.09316770186335,83,0
3,24,9463.290625,3.734375,48.5625,84,0
3,25,9410.150470219436,3.727272727272727,47.893416927899686,81,0
3,26,9420.72585669782,3.6978193146417446,48.11526479750779,91,0
3,27,9389.717391304348,3.7049689440993787,47.7639751552795,88,0
3,28,9436.683229813665,3.732919254658385,49.108695652173914,85,0
3,29,9489.793103448275,3.7053291536050157,48.843260188087775,86,0
3,30,9431.962732919255,3.6645962732919255,46.61180124223603,88,0
3,31,9486.150306748466,3.708588957055215,48.8159509202454,85,0
3,32,9452.074766355141,3.660436137071651,48.24922118380062,83,0
3,33,9429.804347826086,3.6645962732919255,48.08385093167702,84,0
3,34,9391.412307692308,3.664615384615385,47.71076923076923,82,0
3,35,8739.735516372795,2.9219143576826196,39.15617128463476,109,0
