LapNumber,TrackTemp,RPM,Throttle,Brake,DRS,LapTime,IsPersonalBest,Compound,TyreLife,FreshTyre,TrackStatus,Weight,PitDuration
29.0,34.4,9334.464071856288,43.08982035928144,115,19,78.896,0,3.0,8.0,1,0,799.858004500243,0.0
30.0,34.4,9333.080838323353,43.32035928143713,112,21,79.886,0,3.0,9.0,1,0,798.5444072185538,0.0
31.0,34.35,9391.173652694612,43.26347305389221,120,19,80.099,0,3.0,10.0,1,0,797.2308099368647,0.0
32.0,34.2,9348.948484848484,42.660606060606064,113,15,79.879,0,3.0,11.0,1,0,795.9172126551755,0.0
33.0,35.0,9493.853731343284,44.71044776119403,112,23,80.145,0,3.0,12.0,1,0,794.6036153734863,0.0
34.0,35.05,9380.414201183432,44.18934911242604,111,24,79.297,0,3.0,13.0,1,0,793.290018091797,0.0
35.0,34.9,9222.696696696696,43.627627627627625,108,19,80.077,0,3.0,14.0,1,0,791.9764208101079,0.0
36.0,35.2,9440.24924924925,42.7987987987988,126,18,79.959,0,3.0,15.0,1,0,790.6628235284187,0.0
37.0,35.3,9227.722713864308,43.27138643067847,116,23,79.953,0,3.0,16.0,1,0,789.3492262467295,0.0
38.0,35.1,9328.684523809525,41.41964285714285,121,19,80.168,0,3.0,17.0,1,0,788.0356289650404,0.0
39.0,35.8,9171.537537537535,41.64264264264264,118,3,80.424,0,3.0,18.0,1,0,786.7220316833511,0.0
40.0,36.15,9471.37125748503,44.26047904191617,112,17,80.245,0,3.0,19.0,1,0,785.4084344016619,0.0
41.0,36.4,9217.969788519638,42.21148036253776,120,16,79.137,0,3.0,20.0,1,0,784.0948371199727,0.0
42.0,36.6,9512.068656716418,44.16119402985075,115,22,79.984,0,3.0,21.0,1,0,782.7812398382836,0.0
43.0,36.8,9419.973053892216,42.47904191616767,119,17,79.578,0,3.0,22.0,1,0,781.4676425565943,0.0
44.0,37.0,9454.67256637168,43.64011799410029,118,23,80.346,0,3.0,23.0,1,0,780.1540452749051,0.0
45.0,36.3,9312.78273809524,42.53869047619048,113,2,80.231,0,3.0,24.0,1,0,778.8404479932159,0.0
46.0,36.55,9454.475757575758,44.03939393939394,110,0,80.303,0,3.0,25.0,1,0,777.5268507115268,0.0
47.0,36.6,9442.188059701492,44.70149253731344,106,0,79.284,0,3.0,26.0,1,0,776.2132534298376,0.0
48.0,36.6,9493.584097859328,44.65137614678899,109,0,79.329,0,3.0,27.0,1,0,774.8996561481483,0.0
49.0,36.5,9481.775449101797,45.31437125748503,109,0,78.915,0,3.0,28.0,1,0,773.5860588664591,0.0
50.0,36.7,9667.55076923077,45.16615384615385,107,13,79.219,0,3.0,29.0,1,0,772.27246158477,0.0
51.0,36.3,9523.882175226589,44.69184290030211,109,7,78.646,0,3.0,30.0,1,0,770.9588643030808,0.0
52.0,36.1,9498.259818731118,44.28700906344411,107,0,79.088,0,3.0,31.0,1,1,769.6452670213915,0.0
53.0,35.9,9614.624624624625,46.11111111111112,106,0,79.282,0,3.0,32.0,1,1,768.3316697397024,0.0
54.0,35.6,9590.30153846154,45.581538461538464,103,14,78.719,0,3.0,33.0,1,0,767.0180724580132,0.0
55.0,35.2,9582.659574468084,45.224924012158056,108,6,78.738,0,3.0,34.0,1,0,765.704475176324,0.0
56.0,34.6,9606.395705521472,45.45092024539877,109,0,78.892,0,3.0,35.0,1,0,764.3908778946347,0.0
57.0,34.6,9637.936363636363,46.57575757575758,106,0,78.438,0,3.0,36.0,1,0,763.0772806129456,0.0
58.0,34.7,9682.386292834892,45.15576323987539,105,0,78.453,0,3.0,37.0,1,0,761.7636833312564,0.0
59.0,34.8,9457.178787878787,46.1939393939394,103,0,78.209,0,3.0,38.0,1,0,760.4500860495672,0.0
60.0,34.4,9601.229102167184,46.68111455108359,106,0,78.347,0,3.0,39.0,1,0,759.1364887678781,0.0
61.0,34.4,9611.91717791411,47.08282208588957,105,15,77.949,0,3.0,40.0,1,0,757.8228914861888,0.0
62.0,34.349999999999994,9643.610429447852,46.55828220858896,107,21,77.942,0,3.0,41.0,1,0,756.5092942044996,0.0
63.0,34.3,9579.663636363635,46.0030303030303,113,24,77.785,0,3.0,42.0,1,0,755.1956969228104,0.0
64.0,34.3,9562.871165644172,44.193251533742334,108,19,78.413,0,3.0,43.0,1,0,753.8820996411213,0.0
65.0,34.2,9654.477341389727,44.670694864048336,110,22,78.591,0,3.0,44.0,1,0,752.568502359432,0.0
66.0,34.3,9551.37614678899,44.97553516819572,107,20,78.594,0,3.0,45.0,1,0,751.2549050777428,0.0
67.0,34.3,9427.607250755287,43.9607250755287,111,20,78.221,0,3.0,46.0,1,0,749.9413077960536,0.0
68.0,34.65,9464.37048192771,44.12048192771084,113,21,78.808,0,3.0,47.0,1,0,748.6277105143645,0.0
69.0,34.6,9623.583333333334,44.31481481481482,112,17,78.912,0,3.0,48.0,1,0,747.3141132326753,0.0
70.0,34.5,9338.152046783624,41.29239766081872,121,23,78.535,0,3.0,49.0,1,0,746.000515950986,0.0
71.0,34.4,8488.850117096019,29.847775175644028,131,5,81.871,0,3.0,50.0,1,1,744.6869186692968,0.0
72.0,34.3,9241.191601049868,39.36745406824147,143,17,102.266,0,3.0,51.0,1,2,743.3733213876077,0.0
73.0,34.35,9487.09090909091,44.95151515151515,106,21,90.456,0,3.0,52.0,1,2,742.0597241059185,0.0
74.0,34.5,9575.33836858006,46.16616314199396,109,22,79.063,0,3.0,53.0,1,0,740.7461268242292,0.0
75.0,33.8,9573.894409937888,45.798136645962735,104,17,78.678,0,3.0,54.0,1,0,739.4325295425401,0.0
76.0,33.7,9693.422960725076,46.92749244712991,101,17,77.98,0,3.0,55.0,1,0,738.1189322608509,0.0
77.0,34.55,9549.4754601227,45.02453987730061,107,18,78.11,0,3.0,56.0,1,0,736.8053349791617,0.0
78.0,34.46666666666667,6691.959363957597,10.662544169611309,94,1,78.745,0,3.0,57.0,1,0,735.4917376974724,0.0
1.0,33.75,9193.020958083833,44.97005988023952,96,0,88.656,0,6.0,20.0,1,1,839.23063600049,0.0
2.0,33.9,9052.749253731345,45.080597014925374,96,0,79.987,1,1.0,6.0,0,1,837.8830271223853,0.0
3.0,33.9,9152.686746987953,45.58734939759036,94,0,79.79,1,1.0,7.0,0,0,836.5354182442808,0.0
4.0,33.9,9289.796352583586,46.32522796352583,98,0,79.456,1,1.0,8.0,0,0,835.1878093661761,0.0
5.0,33.6,9301.633333333331,47.21515151515152,92,0,79.135,1,1.0,9.0,0,0,833.8402004880714,0.0
6.0,34.5,9337.144578313251,47.32831325301205,97,0,79.162,0,1.0,10.0,0,0,832.4925916099668,0.0
7.0,33.9,9270.104790419162,47.3502994011976,96,0,78.974,1,1.0,11.0,0,0,831.1449827318622,0.0
8.0,33.8,9316.694189602447,47.83792048929664,91,0,79.401,0,1.0,12.0,0,0,829.7973738537576,0.0
9.0,33.8,9357.072948328268,47.93920972644377,91,0,78.773,1,1.0,13.0,0,0,828.4497649756529,0.0
10.0,33.8,9363.550151975684,47.63525835866261,93,0,78.687,1,1.0,14.0,0,0,827.1021560975482,0.0
11.0,33.7,9268.918181818182,47.86969696969697,92,0,78.701,0,1.0,15.0,0,0,825.7545472194436,0.0
12.0,33.9,9251.075528700909,47.65256797583081,98,0,78.837,0,1.0,16.0,0,0,824.406938341339,0.0
13.0,34.0,9265.009118541033,46.90273556231003,95,0,78.989,0,1.0,17.0,0,1,823.0593294632343,0.0
14.0,33.7,9254.9726443769,47.70820668693009,93,0,79.302,0,1.0,18.0,0,0,821.7117205851297,0.0
15.0,33.85,9213.506060606062,47.518181818181816,100,0,78.991,0,1.0,19.0,0,0,820.3641117070251,0.0
16.0,34.1,9270.794561933537,47.29305135951662,96,0,79.087,0,1.0,20.0,0,0,819.0165028289205,0.0
17.0,33.8,9310.616766467068,48.73353293413174,97,0,79.427,0,1.0,21.0,0,0,817.6688939508158,0.0
18.0,34.2,8574.181141439207,47.575682382134,125,0,79.32,0,1.0,22.0,0,0,816.3212850727111,0.0
19.0,34.0,9274.46511627907,46.125,98,0,96.37,0,1.0,23.0,0,0,814.9736761946065,24.268
20.0,33.8,9154.454545454546,45.07575757575758,96,0,82.318,0,3.0,1.0,1,0,813.6260673165019,0.0
21.0,33.95,9353.51376146789,50.45871559633027,92,0,79.578,0,3.0,2.0,1,0,812.2784584383973,0.0
22.0,34.1,9425.596273291923,49.45652173913044,98,0,77.484,1,3.0,3.0,1,0,810.9308495602926,0.0
23.0,34.3,9216.135951661632,44.595166163142,99,0,77.018,1,3.0,4.0,1,0,809.583240682188,0.0
24.0,34.45,9242.263636363636,44.93333333333333,96,0,79.443,0,3.0,5.0,1,0,808.2356318040834,0.0
25.0,33.8,9325.550898203594,43.83532934131737,100,0,79.296,0,3.0,6.0,1,0,806.8880229259787,0.0
26.0,33.8,9282.09552238806,44.811940298507466,100,0,79.853,0,3.0,7.0,1,0,805.540414047874,0.0
27.0,33.75,9190.161094224924,44.37082066869301,98,0,79.601,0,3.0,8.0,1,0,804.1928051697694,0.0
28.0,34.2,9400.189759036144,45.53313253012048,97,0,79.658,0,3.0,9.0,1,0,802.8451962916648,0.0
29.0,34.4,9320.510574018126,46.22356495468278,101,0,79.022,0,3.0,10.0,1,0,801.4975874135602,0.0
30.0,34.4,9458.024390243903,46.72865853658536,101,0,78.819,0,3.0,11.0,1,0,800.1499785354555,0.0
31.0,34.35,9410.449848024316,44.790273556231,101,0,78.663,0,3.0,12.0,1,0,798.8023696573509,0.0
32.0,34.2,9230.006060606062,45.99393939393939,98,0,78.916,0,3.0,13.0,1,0,797.4547607792463,0.0
33.0,35.0,9341.51524390244,47.13719512195122,95,0,78.653,0,3.0,14.0,1,0,796.1071519011416,0.0
34.0,35.05,9306.552147239265,46.98159509202454,98,0,78.317,0,3.0,15.0,1,0,794.7595430230369,0.0
35.0,34.9,9279.592024539876,45.05521472392638,101,0,78.095,0,3.0,16.0,1,0,793.4119341449323,0.0
36.0,35.2,9284.790909090909,46.7030303030303,99,0,78.69,0,3.0,17.0,1,0,792.0643252668277,0.0
37.0,35.3,9289.250746268655,43.62985074626866,102,0,78.551,0,3.0,18.0,1,0,790.7167163887231,0.0
38.0,35.1,9162.83987915408,45.818731117824775,97,0,79.844,0,3.0,19.0,1,0,789.3691075106184,0.0
39.0,35.8,9278.320241691845,45.06646525679759,97,0,78.883,0,3.0,20.0,1,0,788.0214986325137,0.0
40.0,36.15,9305.06886227545,45.808383233532936,96,0,79.554,0,3.0,21.0,1,0,786.6738897544092,0.0
41.0,36.4,9310.873846153849,47.48,97,0,79.346,0,3.0,22.0,1,0,785.3262808763045,0.0
42.0,36.6,9283.882530120482,47.35843373493976,99,0,78.186,0,3.0,23.0,1,0,783.9786719981998,0.0
43.0,36.8,9319.212307692307,47.932307692307695,92,0,78.473,0,3.0,24.0,1,0,782.6310631200952,0.0
44.0,37.0,9342.453172205438,46.63444108761329,99,0,78.185,0,3.0,25.0,1,0,781.2834542419906,0.0
45.0,36.3,9310.560371517027,48.47058823529412,94,0,78.897,0,3.0,26.0,1,0,779.935845363886,0.0
46.0,36.55,9446.240121580548,47.36474164133739,97,0,77.898,0,3.0,27.0,1,0,778.5882364857813,0.0
47.0,36.6,9430.177177177176,46.174174174174176,96,0,78.357,0,3.0,28.0,1,0,777.2406276076766,0.0
48.0,36.6,9396.990853658535,45.72256097560975,101,0,78.915,0,3.0,29.0,1,0,775.8930187295721,0.0
49.0,36.5,9420.676470588236,43.96470588235294,109,0,78.986,0,3.0,30.0,1,0,774.5454098514674,0.0
50.0,36.7,9287.200589970502,47.45132743362832,109,0,81.492,0,3.0,31.0,1,0,773.1978009733627,0.0
51.0,36.3,9159.59420289855,44.68985507246377,99,0,81.376,0,3.0,32.0,1,0,771.8501920952581,0.0
52.0,36.1,31.89130202203916,92.55269070289933,8351,0,82.363,0,3.0,33.0,1,0,770.5025832171535,0.0
1.0,33.75,9257.625748502996,46.50898203592814,103,0,93.625,0,6.0,20.0,1,1,842.9184496418897,0.0
2.0,33.9,9242.458333333334,47.04464285714285,107,14,80.754,1,2.0,1.0,1,1,841.5174657851304,0.0
3.0,33.9,9179.99705882353,46.79117647058823,107,5,80.066,1,2.0,2.0,1,0,840.1164819283711,0.0
4.0,33.9,9321.326347305388,46.17664670658683,109,0,80.655,0,2.0,3.0,1,0,838.7154980716118,0.0
5.0,33.6,9270.718562874252,46.74850299401198,107,0,79.857,1,2.0,4.0,1,0,837.3145142148526,0.0
6.0,34.5,9150.58982035928,44.44311377245509,106,15,79.725,1,2.0,5.0,1,0,835.9135303580933,0.0
7.0,33.9,9356.245454545457,49.50909090909091,102,3,80.31,0,2.0,6.0,1,0,834.5125465013341,0.0
8.0,33.8,9339.288343558284,48.41104294478528,106,13,78.534,1,2.0,7.0,1,0,833.1115626445747,0.0
9.0,33.8,9314.662686567164,48.51641791044776,107,23,78.619,0,2.0,8.0,1,0,831.7105787878155,0.0
10.0,33.8,9183.085798816568,46.071005917159766,109,2,79.324,0,2.0,9.0,1,0,830.3095949310563,0.0
11.0,33.7,9345.093655589124,49.220543806646525,98,0,81.27,0,2.0,10.0,1,0,828.9086110742969,0.0
12.0,33.9,9338.581818181818,49.16363636363637,99,0,79.063,0,2.0,11.0,1,0,827.5076272175377,0.0
13.0,34.0,8449.041666666666,45.463235294117645,123,0,79.134,0,2.0,12.0,1,1,826.1066433607784,0.0
14.0,33.7,9449.15976331361,50.0207100591716,102,0,97.708,0,2.0,13.0,1,0,824.7056595040192,23.845
15.0,33.85,9434.767295597483,50.11320754716981,96,0,80.856,0,3.0,1.0,1,0,823.30467564726,0.0
16.0,34.1,9488.868902439024,50.96036585365854,98,0,77.748,1,3.0,2.0,1,0,821.9036917905006,0.0
17.0,33.8,9472.073170731708,49.63719512195122,100,0,77.71,1,3.0,3.0,1,0,820.5027079337414,0.0
18.0,34.2,9447.819277108434,49.463855421686745,98,17,78.173,0,3.0,4.0,1,0,819.1017240769821,0.0
19.0,34.0,9371.051515151516,48.30303030303031,99,4,78.471,0,3.0,5.0,1,0,817.7007402202229,0.0
20.0,33.8,9438.787234042553,49.90881458966565,97,0,79.291,0,3.0,6.0,1,0,816.2997563634635,0.0
21.0,33.95,9468.17901234568,50.52777777777778,98,0,78.6,0,3.0,7.0,1,0,814.8987725067043,0.0
22.0,34.1,9468.231003039513,49.5258358662614,99,0,77.907,0,3.0,8.0,1,0,813.497788649945,0.0
23.0,34.3,9454.107033639144,49.63914373088685,99,18,78.184,0,3.0,9.0,1,0,812.0968047931858,0.0
24.0,34.45,9418.709480122325,48.60550458715596,99,2,78.182,0,3.0,10.0,1,0,810.6958209364265,0.0
25.0,33.8,9428.776073619632,49.12883435582822,102,0,78.577,0,3.0,11.0,1,0,809.2948370796672,0.0
26.0,33.8,9350.045180722893,47.93072289156626,104,15,78.502,0,3.0,12.0,1,0,807.893853222908,0.0
27.0,33.75,9314.745508982036,46.221556886227546,104,21,79.314,0,3.0,13.0,1,0,806.4928693661487,0.0
28.0,34.2,9291.537764350453,46.17220543806646,109,3,79.535,0,3.0,14.0,1,0,805.0918855093894,0.0
29.0,34.4,9334.721556886228,46.808383233532936,108,0,79.998,0,3.0,15.0,1,0,803.6909016526301,0.0
30.0,34.4,9362.837837837838,47.732732732732735,104,0,79.733,0,3.0,16.0,1,0,802.2899177958709,0.0
