Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,LapNumber
0 days 02:27:54.648000,21.8,62.0,1018.6,False,44.7,0,0.5,38.0
0 days 02:28:54.646000,21.9,61.0,1018.6,False,44.4,269,0.8,39.0
0 days 02:29:54.675000,22.0,60.0,1018.5,False,44.4,111,0.8,40.0
0 days 02:30:54.676000,22.0,62.0,1018.4,False,44.4,30,0.5,41.0
0 days 02:31:54.677000,21.9,61.0,1018.5,False,44.7,0,0.5,41.0
0 days 02:32:54.683000,21.9,59.0,1018.5,False,44.8,0,0.9,42.0
0 days 02:33:54.684000,21.9,59.0,1018.6,False,44.8,227,1.0,43.0
0 days 02:34:54.708000,22.0,58.0,1018.5,False,44.5,192,0.5,44.0
0 days 02:35:54.692000,22.0,58.0,1018.5,False,44.2,206,0.8,44.0
0 days 02:36:54.696000,21.9,57.0,1018.3,False,44.5,203,1.8,45.0
0 days 02:37:54.700000,22.0,58.0,1018.4,False,44.5,276,1.8,46.0
0 days 02:38:54.736000,22.0,57.0,1018.5,False,43.8,205,0.7,47.0
0 days 02:39:54.713000,22.0,58.0,1018.4,False,43.8,218,1.1,48.0
0 days 02:40:54.715000,22.0,57.0,1018.4,False,43.7,0,1.7,48.0
0 days 02:41:54.711000,21.9,58.0,1018.5,False,43.7,354,1.0,49.0
0 days 02:42:54.715000,21.9,58.0,1018.5,False,43.7,89,1.1,50.0
0 days 02:43:54.736000,21.8,58.0,1018.6,False,43.0,200,0.7,51.0
0 days 02:44:54.744000,21.8,57.0,1018.5,False,43.2,52,1.0,51.0
0 days 02:45:54.756000,21.9,58.0,1018.5,False,43.2,321,0.8,52.0
0 days 02:46:54.745000,21.9,59.0,1018.6,False,43.0,228,1.1,53.0
0 days 02:47:54.762000,21.9,59.0,1018.4,False,42.8,236,1.4,54.0
0 days 02:48:54.750000,21.7,59.0,1018.4,False,42.5,0,1.1,54.0
0 days 02:49:54.749000,21.7,60.0,1018.4,False,42.4,59,0.9,55.0
0 days 02:50:54.764000,21.6,60.0,1018.4,False,42.2,140,0.8,56.0
0 days 02:51:54.774000,21.7,59.0,1018.5,False,42.4,0,0.6,57.0
0 days 02:52:54.793000,21.8,60.0,1018.5,False,42.2,30,1.2,58.0
0 days 02:53:54.807000,21.6,61.0,1018.4,False,41.9,9,1.1,58.0
0 days 02:54:54.803000,21.5,61.0,1018.5,False,42.3,284,0.5,59.0
0 days 02:55:54.798000,21.6,60.0,1018.4,False,42.3,222,0.6,60.0
0 days 02:56:54.806000,21.6,60.0,1018.4,False,42.0,241,0.9,61.0
0 days 02:57:54.815000,21.8,59.0,1018.4,False,42.0,264,1.2,61.0
0 days 02:58:54.835000,22.0,60.0,1018.5,False,42.0,284,0.8,62.0
0 days 02:59:54.845000,21.9,60.0,1018.3,False,41.2,47,0.8,63.0
0 days 03:00:54.842000,21.9,60.0,1018.4,False,42.0,215,0.9,64.0
0 days 03:01:54.848000,21.9,59.0,1018.4,False,41.7,283,1.2,65.0
0 days 03:02:54.840000,22.0,59.0,1018.3,False,41.7,325,1.7,65.0
0 days 03:03:54.830000,22.0,60.0,1018.3,False,41.6,58,1.0,66.0
0 days 03:04:54.832000,21.8,60.0,1018.4,False,40.9,14,0.7,67.0
0 days 03:05:54.842000,21.7,61.0,1018.4,False,41.1,229,0.8,68.0
0 days 03:06:54.847000,21.8,60.0,1018.5,False,41.6,224,0.8,69.0
0 days 03:07:54.840000,21.8,60.0,1018.4,False,41.6,209,1.0,69.0
0 days 03:08:54.838000,21.7,60.0,1018.4,False,41.1,0,0.4,70.0
0 days 03:09:54.843000,21.6,61.0,1018.4,False,41.0,58,0.7,71.0
0 days 03:10:54.846000,21.6,62.0,1018.4,False,40.5,214,0.9,72.0
0 days 03:11:54.852000,21.6,61.0,1018.4,False,40.5,209,0.5,72.0
0 days 03:12:54.846000,21.7,61.0,1018.4,False,40.8,293,1.1,73.0
0 days 03:13:54.853000,21.7,61.0,1018.4,False,40.8,214,0.7,74.0
0 days 03:14:54.871000,21.7,61.0,1018.4,False,40.6,353,0.6,75.0
0 days 03:15:54.885000,21.7,61.0,1018.4,False,40.6,224,0.9,76.0
0 days 03:16:54.899000,21.8,61.0,1018.4,False,40.9,219,1.2,76.0
0 days 03:17:54.901000,21.8,61.0,1018.4,False,40.9,284,0.8,77.0
0 days 03:18:54.896000,21.8,62.0,1018.4,False,40.2,0,0.8,78.0
0 days 03:19:54.900000,21.7,62.0,1018.5,False,40.3,168,0.6,78.0
