driver_number,lap_number,brake_count,n_gear,drs_count,speed,throttle,rpm,meeting_key,session_key,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed,Unnamed: 0,yellow_flag
1,1,78,3.5155709342560555,0,148.7993079584775,46.207612456747405,9326.743944636679,1210,9094,,,37.42,21.053,178.0,182.0,True,,"[2049, 2051, 2049, 2051, 2051, 2049]","[2051, 2051, 2051, 2051, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2051, 2051, 2049, 2051]",271.0,0,1
1,2,74,3.5194805194805197,0,147.6038961038961,44.52597402597402,9234.474025974027,1210,9094,2023-05-28 13:04:28.519000+00:00,20.954,37.366,21.047,186.0,182.0,False,79.367,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048]","[2049, 2051, 2048, 2048, 0]",259.0,1,0
1,3,77,3.68,0,151.61666666666667,45.34,9271.326666666666,1210,9094,2023-05-28 13:05:47.814000+00:00,20.854,37.288,20.932,193.0,183.0,False,79.074,"[2048, 2049, 2049, 2048, 2049, 2049]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2048]",260.0,2,0
1,4,72,3.702797202797203,0,151.86713286713288,44.54895104895105,9262.97902097902,1210,9094,2023-05-28 13:07:06.984000+00:00,20.835,36.637,20.657,192.0,187.0,False,78.129,"[2049, 2048, 2048, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",259.0,3,0
1,5,73,3.587248322147651,0,149.6476510067114,45.513422818791945,9290.28523489933,1210,9094,2023-05-28 13:08:25.139000+00:00,20.745,36.734,20.54,188.0,187.0,False,78.019,"[None, 2048, 2048, 2049, 2049, 2048]","[2049, 2048, 2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049]",260.0,4,0
1,6,77,3.6551724137931036,0,150.38275862068966,44.87931034482759,9248.958620689655,1210,9094,2023-05-28 13:09:43.122000+00:00,20.488,36.55,20.602,193.0,185.0,False,77.64,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2051, 2048, 2048, 0]",260.0,5,0
1,7,74,3.7162162162162162,0,151.08783783783784,45.314189189189186,9209.962837837838,1210,9094,2023-05-28 13:11:00.777000+00:00,20.483,36.479,20.671,194.0,185.0,False,77.633,"[None, 2048, 2048, 2048, 2048, 2048]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2048]",260.0,6,0
1,8,76,3.7705479452054793,0,154.16095890410958,45.657534246575345,9247.061643835616,1210,9094,2023-05-28 13:12:18.401000+00:00,20.432,36.457,20.508,195.0,187.0,False,77.397,"[None, 2049, 2049, 2048, 2049, 2049]","[2051, 2048, 2048, 2048, 2049, 2048, 2048, 2049, 2048, 2048]","[2049, 2048, 2049, 2048, 2048]",260.0,7,0
1,9,69,3.7640845070422535,0,155.07394366197184,47.482394366197184,9373.612676056338,1210,9094,2023-05-28 13:13:35.775000+00:00,20.438,36.224,20.369,196.0,191.0,False,77.031,"[None, 2048, 2048, 2049, 2048, 2049]","[2051, 2048, 2051, 2049, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2051, 2049, 2048, 0]",260.0,8,0
1,10,73,3.7881944444444446,0,154.40277777777777,46.795138888888886,9331.347222222223,1210,9094,2023-05-28 13:14:52.836000+00:00,20.452,36.232,20.4,,191.0,False,77.084,"[None, 2048, 2048, 2048, 2048, 2048]","[2051, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2051, 2048, 2048]",260.0,9,0
1,11,70,3.7098976109215016,0,153.25255972696246,47.129692832764505,9339.535836177474,1210,9094,2023-05-28 13:16:09.912000+00:00,20.311,36.15,20.397,195.0,190.0,False,76.858,"[None, 2048, 2049, 2049, 2049, 2049]","[2051, 2048, 2048, 2049, 2049, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2051, 2048, 2048]",260.0,10,0
1,12,72,3.700348432055749,0,151.94773519163763,45.34843205574913,9309.67944250871,1210,9094,2023-05-28 13:17:26.755000+00:00,20.386,36.053,20.554,197.0,189.0,False,76.993,"[2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2049, 2048, 2051, 2049, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",261.0,11,1
1,13,71,3.689655172413793,0,152.5758620689655,45.672413793103445,9359.472413793104,1210,9094,2023-05-28 13:18:43.769000+00:00,20.811,36.267,20.356,,187.0,False,77.434,"[None, 2048, 2048, 2048, 2048, 2049]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",261.0,12,0
1,14,69,3.7167235494880546,0,153.6655290102389,46.67918088737201,9314.665529010239,1210,9094,2023-05-28 13:20:01.205000+00:00,20.338,36.223,20.504,198.0,188.0,False,77.065,"[2049, 2048, 2048, 2048, 2048, 2048]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",261.0,13,1
1,15,69,3.7152777777777777,0,152.71527777777777,46.25,9310.302083333334,1210,9094,2023-05-28 13:21:18.266000+00:00,20.271,36.248,20.56,197.0,190.0,False,77.079,"[None, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048]",261.0,14,0
1,16,77,3.705685618729097,0,154.19732441471572,45.74581939799331,9395.341137123745,1210,9094,2023-05-28 13:22:35.390000+00:00,20.269,36.135,20.42,,189.0,False,76.824,"[2048, 2048, 2049, 2048, 2049, 2048]","[2051, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2048, 2048]",262.0,15,0
1,17,72,3.7474048442906573,0,153.6159169550173,47.69550173010381,9299.245674740485,1210,9094,2023-05-28 13:23:52.232000+00:00,20.186,36.21,20.464,199.0,191.0,False,76.86,"[None, 2048, 2049, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",262.0,16,0
1,18,73,3.7430555555555554,0,153.64236111111111,47.31597222222222,9374.861111111111,1210,9094,2023-05-28 13:25:09.028000+00:00,20.148,36.094,20.47,201.0,191.0,False,76.712,"[None, 2049, 2049, 2048, 2049, 2051]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 0]",263.0,17,0
1,19,69,3.7288732394366195,0,152.99647887323943,46.693661971830984,9323.93661971831,1210,9094,2023-05-28 13:26:25.776000+00:00,20.223,36.163,20.437,,191.0,False,76.823,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,18,0
1,20,75,3.738255033557047,0,153.35570469798657,46.65771812080537,9318.761744966443,1210,9094,2023-05-28 13:27:42.588000+00:00,20.207,36.333,20.674,197.0,190.0,False,77.214,"[2049, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",267.0,19,0
1,21,76,3.7288135593220337,0,153.72203389830509,47.48474576271187,9357.938983050848,1210,9094,2023-05-28 13:28:59.805000+00:00,20.157,36.186,20.46,202.0,192.0,False,76.803,"[2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048]",265.0,20,0
1,22,72,3.7208480565371023,0,154.4310954063604,46.985865724381625,9346.484098939929,1210,9094,2023-05-28 13:30:16.569000+00:00,20.084,36.154,20.421,199.0,192.0,False,76.659,"[2051, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",265.0,21,0
1,23,73,3.702797202797203,0,153.62937062937064,47.54895104895105,9331.800699300698,1210,9094,2023-05-28 13:31:33.271000+00:00,20.208,36.076,20.32,202.0,191.0,False,76.604,"[2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2049, 2051, 2048, 2048, 2049]",265.0,22,0
1,24,76,3.761904761904762,0,154.46938775510205,47.006802721088434,9360.826530612245,1210,9094,2023-05-28 13:32:49.895000+00:00,20.16,36.094,20.544,201.0,191.0,False,76.798,"[2051, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048]",266.0,23,0
1,25,72,3.7447552447552446,0,153.7762237762238,47.31118881118881,9343.58041958042,1210,9094,2023-05-28 13:34:06.643000+00:00,20.245,36.397,20.541,198.0,191.0,False,77.183,"[2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048]",267.0,24,0
1,26,74,3.678929765886288,0,150.08026755852842,45.39464882943144,9178.053511705686,1210,9094,2023-05-28 13:35:23.829000+00:00,20.318,36.387,20.507,201.0,191.0,False,77.212,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",268.0,25,0
1,27,75,3.687074829931973,0,152.57823129251702,46.11904761904762,9335.224489795919,1210,9094,2023-05-28 13:36:41.062000+00:00,20.263,36.37,20.626,199.0,192.0,False,77.259,"[None, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",269.0,26,0
1,28,74,3.7465753424657535,0,152.2054794520548,46.054794520547944,9239.65410958904,1210,9094,2023-05-28 13:37:58.311000+00:00,20.336,36.715,20.719,192.0,191.0,False,77.77,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 0]",269.0,27,0
1,29,80,3.6511627906976742,0,149.91362126245846,46.47176079734219,9245.059800664452,1210,9094,2023-05-28 13:39:16.075000+00:00,20.358,36.723,20.92,195.0,193.0,False,78.001,"[None, 2049, 2051, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048]",271.0,28,0
1,30,78,3.647457627118644,0,151.26440677966102,45.447457627118645,9248.566101694916,1210,9094,2023-05-28 13:40:34.105000+00:00,20.292,36.888,20.98,197.0,188.0,False,78.16,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",270.0,29,0
1,31,71,3.676767676767677,0,150.8080808080808,45.98316498316498,9210.144781144782,1210,9094,2023-05-28 13:41:52.260000+00:00,20.522,37.201,21.018,192.0,188.0,False,78.741,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,30,0
1,32,86,3.6612377850162865,0,151.01954397394138,45.62866449511401,9250.28664495114,1210,9094,2023-05-28 13:43:11.009000+00:00,20.514,37.616,20.686,197.0,188.0,False,78.816,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 0]",270.0,31,0
1,33,77,3.6347517730496453,0,150.32269503546098,46.319148936170215,9305.45035460993,1210,9094,2023-05-28 13:44:29.788000+00:00,20.388,37.184,21.374,195.0,189.0,False,78.946,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",267.0,32,0
1,34,72,3.6385135135135136,0,150.74324324324326,47.020270270270274,9320.283783783783,1210,9094,2023-05-28 13:45:48.771000+00:00,20.33,36.922,20.792,197.0,191.0,False,78.044,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,33,0
1,35,72,3.6610169491525424,0,152.58983050847456,47.0135593220339,9357.17966101695,1210,9094,2023-05-28 13:47:06.801000+00:00,20.355,36.913,20.756,199.0,192.0,False,78.024,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,34,0
1,36,77,3.640939597315436,0,151.6208053691275,45.31543624161074,9342.375838926175,1210,9094,2023-05-28 13:48:24.831000+00:00,20.616,36.766,20.592,198.0,190.0,False,77.974,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",263.0,35,0
1,37,72,3.686411149825784,0,152.90940766550523,46.710801393728225,9359.675958188152,1210,9094,2023-05-28 13:49:42.767000+00:00,20.145,36.631,20.497,205.0,193.0,False,77.273,"[None, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,36,0
1,38,67,3.6551724137931036,0,152.7793103448276,49.12413793103448,9373.21724137931,1210,9094,2023-05-28 13:51:00.125000+00:00,20.055,36.492,20.575,202.0,192.0,False,77.122,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,37,0
1,39,75,3.703333333333333,0,152.96,46.23,9302.713333333333,1210,9094,2023-05-28 13:52:17.202000+00:00,20.026,36.407,20.533,,196.0,False,76.966,"[None, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051]","[2048, 2048, 2048, 2048, 2048]",264.0,38,0
1,40,70,3.7353951890034365,0,155.01374570446737,46.876288659793815,9353.845360824742,1210,9094,2023-05-28 13:53:34.169000+00:00,20.11,36.515,20.536,199.0,194.0,False,77.161,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,39,0
1,41,71,3.687719298245614,0,153.52631578947367,47.343859649122805,9388.842105263158,1210,9094,2023-05-28 13:54:51.324000+00:00,20.092,36.394,20.458,202.0,194.0,False,76.944,"[None, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,40,0
1,42,76,3.682926829268293,0,151.7665505226481,44.64459930313589,9218.668989547039,1210,9094,2023-05-28 13:56:08.260000+00:00,19.937,36.446,20.417,203.0,197.0,False,76.8,"[None, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051]","[2049, 2048, 2048, 2048, 0]",265.0,41,0
1,43,76,3.726962457337884,0,153.94880546075086,46.08873720136519,9339.935153583618,1210,9094,2023-05-28 13:57:25.087000+00:00,19.979,36.577,20.407,202.0,196.0,False,76.963,"[None, 2049, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",265.0,42,0
1,44,71,3.7773972602739727,0,155.46575342465752,48.75,9413.852739726028,1210,9094,2023-05-28 13:58:42.008000+00:00,19.943,36.347,20.432,204.0,196.0,False,76.722,"[None, 2048, 2048, 2048, 2051, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,43,0
1,45,75,3.7288732394366195,0,155.36267605633802,48.44718309859155,9424.711267605633,1210,9094,2023-05-28 13:59:58.741000+00:00,19.913,36.379,20.409,206.0,195.0,False,76.701,"[None, 2049, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2049]",267.0,44,0
1,46,76,3.7138047138047137,0,154.25925925925927,48.16498316498316,9350.441077441077,1210,9094,2023-05-28 14:01:15.458000+00:00,19.99,36.632,20.453,202.0,193.0,False,77.075,"[None, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",267.0,45,0
1,47,71,3.679310344827586,0,152.60344827586206,47.93448275862069,9361.310344827587,1210,9094,2023-05-28 14:02:32.519000+00:00,20.018,36.619,20.523,201.0,194.0,False,77.16,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048]",268.0,46,0
1,48,75,3.6996587030716723,0,153.9863481228669,47.69283276450512,9342.040955631399,1210,9094,2023-05-28 14:03:49.690000+00:00,19.972,36.606,20.487,198.0,197.0,False,77.065,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048]",268.0,47,0
1,49,73,3.66996699669967,0,152.53135313531354,46.43894389438944,9283.38283828383,1210,9094,2023-05-28 14:05:06.782000+00:00,20.073,36.7,20.655,205.0,193.0,False,77.428,"[None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",268.0,48,0
1,50,71,3.7508650519031144,0,154.93771626297578,48.53979238754325,9370.726643598617,1210,9094,2023-05-28 14:06:24.171000+00:00,20.095,36.655,20.564,203.0,193.0,False,77.314,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",267.0,49,0
1,51,72,3.658273381294964,0,152.84172661870502,47.80935251798561,9332.100719424461,1210,9094,2023-05-28 14:07:41.498000+00:00,20.073,36.836,20.518,,193.0,False,77.427,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,50,0
1,52,92,3.468944099378882,0,143.6832298136646,42.03105590062112,9104.565217391304,1210,9094,2023-05-28 14:08:58.903000+00:00,20.561,41.201,22.284,182.0,162.0,False,84.046,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,51,0
1,53,98,3.1219512195121952,0,131.359756097561,33.88414634146341,8737.173780487805,1210,9094,2023-05-28 14:10:22.964000+00:00,23.457,44.072,22.39,138.0,170.0,False,89.919,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",266.0,52,0
1,54,126,2.8031914893617023,0,121.11968085106383,28.95744680851064,8461.659574468085,1210,9094,2023-05-28 14:11:52.868000+00:00,24.995,49.817,24.134,123.0,147.0,False,98.946,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",255.0,53,0
1,55,150,1.8036437246963564,0,89.08502024291498,19.36842105263158,7858.331983805668,1210,9094,2023-05-28 14:13:31.804000+00:00,28.61,55.513,46.444,108.0,115.0,False,130.567,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",238.0,54,1
1,56,134,2.3200992555831266,0,111.1910669975186,26.548387096774192,8692.205955334988,1210,9094,2023-05-28 14:15:42.427000+00:00,30.769,48.885,26.477,104.0,137.0,True,106.131,"[2064, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",250.0,55,1
1,57,121,2.6657963446475197,0,115.22976501305483,26.903394255874673,8393.488250652741,1210,9094,2023-05-28 14:17:28.597000+00:00,28.427,48.738,26.299,117.0,125.0,False,103.464,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",261.0,56,0
1,58,138,2.6228287841191067,0,114.22828784119106,25.168734491315135,8348.4317617866,1210,9094,2023-05-28 14:19:11.939000+00:00,28.298,47.828,26.682,124.0,136.0,False,102.808,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",258.0,57,1
1,59,129,2.585677749360614,0,114.02046035805627,26.85933503836317,8446.989769820972,1210,9094,2023-05-28 14:20:54.812000+00:00,28.509,48.45,26.832,123.0,127.0,False,103.791,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",258.0,58,1
1,60,125,2.691906005221932,0,115.69973890339426,27.451697127937337,8430.715404699738,1210,9094,2023-05-28 14:22:38.607000+00:00,28.156,47.156,26.228,127.0,135.0,False,101.54,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 0]",262.0,59,1
1,61,125,2.720744680851064,0,118.9627659574468,30.050531914893618,8597.148936170213,1210,9094,2023-05-28 14:24:20.027000+00:00,26.984,47.662,26.151,133.0,130.0,False,100.797,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",261.0,60,1
1,62,111,2.762295081967213,0,117.33060109289617,27.6448087431694,8440.043715846994,1210,9094,2023-05-28 14:26:00.900000+00:00,26.805,46.575,25.892,137.0,132.0,False,99.272,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,61,0
1,63,115,2.7421875,0,117.10677083333333,28.244791666666668,8361.205729166666,1210,9094,2023-05-28 14:27:40.179000+00:00,26.537,47.112,25.961,140.0,118.0,False,99.61,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,62,0
1,64,108,2.8405405405405406,0,120.36216216216216,29.472972972972972,8474.291891891891,1210,9094,2023-05-28 14:29:19.803000+00:00,26.081,46.953,25.33,143.0,132.0,False,98.364,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",266.0,63,0
1,65,113,2.9155672823219,0,121.72295514511873,30.678100263852244,8485.715039577837,1210,9094,2023-05-28 14:30:58.129000+00:00,25.762,46.617,24.781,145.0,138.0,False,97.16,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,64,0
1,66,110,2.961218836565097,0,125.797783933518,32.36842105263158,8647.354570637119,1210,9094,2023-05-28 14:32:35.315000+00:00,25.164,45.389,23.482,,134.0,False,94.035,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",263.0,65,0
1,67,105,2.975,0,125.94166666666666,33.66111111111111,8593.46388888889,1210,9094,2023-05-28 14:34:09.360000+00:00,24.664,45.275,22.982,148.0,140.0,False,92.921,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,66,0
1,68,114,3.0916905444126073,0,126.75358166189112,32.27220630372493,8515.936962750717,1210,9094,2023-05-28 14:35:42.296000+00:00,24.462,45.428,23.769,149.0,133.0,False,93.659,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,67,0
1,69,101,3.115273775216138,0,128.56195965417868,33.50720461095101,8575.677233429395,1210,9094,2023-05-28 14:37:15.935000+00:00,24.291,44.421,22.895,158.0,146.0,False,91.607,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",263.0,68,1
1,70,98,3.08187134502924,0,128.10233918128654,33.90643274853801,8583.61403508772,1210,9094,2023-05-28 14:38:47.542000+00:00,24.246,43.908,23.09,146.0,150.0,False,91.244,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,69,0
1,71,102,3.1462686567164178,0,131.02388059701494,34.14328358208955,8670.52537313433,1210,9094,2023-05-28 14:40:18.775000+00:00,24.39,43.707,22.266,154.0,152.0,False,90.363,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",266.0,70,0
1,72,106,3.106194690265487,0,129.21828908554573,35.094395280235986,8603.457227138642,1210,9094,2023-05-28 14:41:49.164000+00:00,23.566,44.437,22.399,153.0,154.0,False,90.402,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",267.0,71,0
1,73,101,3.271386430678466,0,135.65781710914453,36.97345132743363,8785.622418879057,1210,9094,2023-05-28 14:43:19.553000+00:00,23.253,42.926,22.207,156.0,160.0,False,88.386,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",265.0,72,0
1,74,96,3.24,0,135.92615384615385,39.21846153846154,8886.621538461539,1210,9094,2023-05-28 14:44:48.020000+00:00,23.03,42.003,21.831,167.0,165.0,False,86.864,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",264.0,73,0
