Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.026000,2021-05-23 13:02:55.466,10152.0,1,35.0,False,1,car,1.0,55
0 days 00:00:00.266000,2021-05-23 13:02:55.706,10025.0,1,35.0,False,1,car,1.0,55
0 days 00:00:00.546000,2021-05-23 13:02:55.986,9185.0,1,36.0,False,1,car,1.0,55
0 days 00:00:00.786000,2021-05-23 13:02:56.226,7505.0,1,36.0,False,1,car,1.0,55
0 days 00:00:01.026000,2021-05-23 13:02:56.466,5825.0,1,37.0,False,1,car,1.0,55
0 days 00:00:01.266000,2021-05-23 13:02:56.706,4705.0,1,40.0,False,1,car,1.0,55
0 days 00:00:01.506000,2021-05-23 13:02:56.946,5921.0,1,43.0,False,1,car,1.0,55
0 days 00:00:01.746000,2021-05-23 13:02:57.186,5867.0,1,48.0,False,1,car,1.0,55
0 days 00:00:01.986000,2021-05-23 13:02:57.426,7222.0,1,59.0,False,1,car,1.0,55
0 days 00:00:02.225000,2021-05-23 13:02:57.665,8414.0,1,61.0,False,1,car,1.0,55
0 days 00:00:02.465000,2021-05-23 13:02:57.905,9881.0,1,64.0,False,1,car,1.0,55
0 days 00:00:02.705000,2021-05-23 13:02:58.145,10441.0,1,65.0,False,1,car,1.0,55
0 days 00:00:02.945000,2021-05-23 13:02:58.385,9470.0,2,74.0,False,1,car,1.0,55
0 days 00:00:03.185000,2021-05-23 13:02:58.625,9890.0,2,80.0,False,1,car,1.0,55
0 days 00:00:03.386000,2021-05-23 13:02:58.826,10630.0,2,82.0,False,1,car,1.0,55
0 days 00:00:03.626000,2021-05-23 13:02:59.066,11646.0,2,83.0,False,1,car,1.0,55
0 days 00:00:03.866000,2021-05-23 13:02:59.306,10812.0,3,87.0,False,1,car,1.0,55
0 days 00:00:04.106000,2021-05-23 13:02:59.546,11376.0,3,100.0,False,1,car,1.0,55
0 days 00:00:04.346000,2021-05-23 13:02:59.786,11236.0,3,100.0,False,1,car,1.0,55
0 days 00:00:04.586000,2021-05-23 13:03:00.026,10959.0,4,100.0,False,1,car,1.0,55
0 days 00:00:04.866000,2021-05-23 13:03:00.306,11374.0,4,100.0,False,1,car,1.0,55
0 days 00:00:05.106000,2021-05-23 13:03:00.546,10446.0,5,83.0,False,1,car,1.0,55
0 days 00:00:05.346000,2021-05-23 13:03:00.786,9894.0,5,23.0,True,1,car,1.0,55
0 days 00:00:05.586000,2021-05-23 13:03:01.026,9465.0,5,0.0,True,1,car,1.0,55
0 days 00:00:05.826000,2021-05-23 13:03:01.266,8973.0,5,0.0,True,1,car,1.0,55
0 days 00:00:06.066000,2021-05-23 13:03:01.506,8693.0,5,0.0,True,1,car,1.0,55
0 days 00:00:06.306000,2021-05-23 13:03:01.746,9254.0,5,0.0,True,1,car,1.0,55
0 days 00:00:06.586000,2021-05-23 13:03:02.026,9421.0,4,0.0,True,1,car,1.0,55
0 days 00:00:06.826000,2021-05-23 13:03:02.266,8568.0,3,0.0,True,1,car,1.0,55
0 days 00:00:07.066000,2021-05-23 13:03:02.506,9491.0,3,0.0,True,1,car,1.0,55
0 days 00:00:07.306000,2021-05-23 13:03:02.746,8231.0,2,0.0,True,1,car,1.0,55
0 days 00:00:07.546000,2021-05-23 13:03:02.986,7950.0,2,0.0,False,1,car,1.0,55
0 days 00:00:07.786000,2021-05-23 13:03:03.226,7499.0,2,7.0,False,1,car,1.0,55
0 days 00:00:08.026000,2021-05-23 13:03:03.466,7282.0,2,12.0,False,1,car,1.0,55
0 days 00:00:08.266000,2021-05-23 13:03:03.706,7113.0,2,18.0,False,1,car,1.0,55
0 days 00:00:08.506000,2021-05-23 13:03:03.946,7170.0,2,28.0,False,1,car,1.0,55
0 days 00:00:08.746000,2021-05-23 13:03:04.186,7298.0,2,32.0,False,1,car,1.0,55
0 days 00:00:08.985000,2021-05-23 13:03:04.425,7710.0,2,43.0,False,1,car,1.0,55
0 days 00:00:09.225000,2021-05-23 13:03:04.665,8065.0,2,47.0,False,1,car,1.0,55
0 days 00:00:09.505000,2021-05-23 13:03:04.945,8456.0,2,54.0,False,1,car,1.0,55
0 days 00:00:09.745000,2021-05-23 13:03:05.185,9296.0,2,73.0,False,1,car,1.0,55
0 days 00:00:09.946000,2021-05-23 13:03:05.386,9759.0,2,70.0,False,1,car,1.0,55
0 days 00:00:10.186000,2021-05-23 13:03:05.626,11264.0,2,77.0,False,1,car,1.0,55
0 days 00:00:10.426000,2021-05-23 13:03:05.866,10564.0,3,81.0,False,1,car,1.0,55
0 days 00:00:10.666000,2021-05-23 13:03:06.106,11608.0,3,100.0,False,1,car,1.0,55
0 days 00:00:10.906000,2021-05-23 13:03:06.346,11861.0,3,100.0,False,1,car,1.0,55
0 days 00:00:11.146000,2021-05-23 13:03:06.586,11721.0,3,100.0,False,1,car,1.0,55
0 days 00:00:11.386000,2021-05-23 13:03:06.826,11123.0,4,100.0,False,1,car,1.0,55
0 days 00:00:11.626000,2021-05-23 13:03:07.066,11448.0,4,100.0,False,1,car,1.0,55
0 days 00:00:11.866000,2021-05-23 13:03:07.306,11603.0,4,100.0,False,1,car,1.0,55
0 days 00:00:12.146000,2021-05-23 13:03:07.586,10590.0,5,100.0,False,1,car,1.0,55
0 days 00:00:12.386000,2021-05-23 13:03:07.826,11122.0,5,100.0,False,1,car,1.0,55
0 days 00:00:12.626000,2021-05-23 13:03:08.066,11412.0,5,100.0,False,1,car,1.0,55
0 days 00:00:12.906000,2021-05-23 13:03:08.346,11763.0,5,100.0,False,1,car,1.0,55
0 days 00:00:13.146000,2021-05-23 13:03:08.586,10517.0,6,100.0,False,1,car,1.0,55
0 days 00:00:13.386000,2021-05-23 13:03:08.826,10678.0,6,100.0,False,1,car,1.0,55
0 days 00:00:13.626000,2021-05-23 13:03:09.066,10905.0,6,100.0,False,1,car,1.0,55
0 days 00:00:13.866000,2021-05-23 13:03:09.306,11174.0,6,100.0,False,1,car,1.0,55
0 days 00:00:14.106000,2021-05-23 13:03:09.546,11174.0,6,100.0,False,1,car,1.0,55
0 days 00:00:14.346000,2021-05-23 13:03:09.786,11505.0,6,100.0,False,1,car,1.0,55
0 days 00:00:14.586000,2021-05-23 13:03:10.026,11664.0,6,100.0,False,1,car,1.0,55
0 days 00:00:14.826000,2021-05-23 13:03:10.266,11627.0,6,100.0,False,1,car,1.0,55
0 days 00:00:15.066000,2021-05-23 13:03:10.506,10397.0,6,100.0,False,1,car,1.0,55
0 days 00:00:15.346000,2021-05-23 13:03:10.786,10594.0,7,91.0,False,1,car,1.0,55
0 days 00:00:15.586000,2021-05-23 13:03:11.026,9987.0,7,12.0,True,1,car,1.0,55
0 days 00:00:15.825000,2021-05-23 13:03:11.265,9879.0,7,4.0,True,1,car,1.0,55
0 days 00:00:16.065000,2021-05-23 13:03:11.505,9280.0,7,1.0,True,1,car,1.0,55
0 days 00:00:16.305000,2021-05-23 13:03:11.745,9164.0,7,0.0,True,1,car,1.0,55
0 days 00:00:16.506000,2021-05-23 13:03:11.946,9748.0,7,0.0,True,1,car,1.0,55
0 days 00:00:16.746000,2021-05-23 13:03:12.186,10383.0,7,0.0,True,1,car,1.0,55
0 days 00:00:16.986000,2021-05-23 13:03:12.426,10182.0,5,0.0,True,1,car,1.0,55
0 days 00:00:17.226000,2021-05-23 13:03:12.666,9795.0,5,0.0,True,1,car,1.0,55
0 days 00:00:17.466000,2021-05-23 13:03:12.906,10942.0,5,0.0,True,1,car,1.0,55
0 days 00:00:17.706000,2021-05-23 13:03:13.146,10840.0,4,8.0,False,1,car,1.0,55
0 days 00:00:17.946000,2021-05-23 13:03:13.386,10569.0,4,14.0,False,1,car,1.0,55
0 days 00:00:18.186000,2021-05-23 13:03:13.626,10222.0,4,11.0,False,1,car,1.0,55
0 days 00:00:18.426000,2021-05-23 13:03:13.866,10144.0,4,16.0,True,1,car,1.0,55
0 days 00:00:18.666000,2021-05-23 13:03:14.106,9657.0,4,2.0,True,1,car,1.0,55
