Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.221000,2022-05-29 14:05:00.448,3534.0,0,0.0,False,1,car,1.0,22
0 days 00:00:00.381000,2022-05-29 14:05:00.608,3551.0,0,0.0,False,1,car,1.0,22
0 days 00:00:00.541000,2022-05-29 14:05:00.768,3492.0,0,0.0,False,1,car,1.0,22
0 days 00:00:00.781000,2022-05-29 14:05:01.008,3529.0,0,0.0,False,1,car,1.0,22
0 days 00:00:01.021000,2022-05-29 14:05:01.248,3546.0,0,0.0,False,1,car,1.0,22
0 days 00:00:01.501000,2022-05-29 14:05:01.728,3503.0,0,0.0,False,1,car,1.0,22
0 days 00:00:01.741000,2022-05-29 14:05:01.968,3546.0,0,0.0,False,1,car,1.0,22
0 days 00:00:01.941000,2022-05-29 14:05:02.168,3543.0,0,0.0,False,1,car,1.0,22
0 days 00:00:02.260000,2022-05-29 14:05:02.487,3606.0,0,0.0,False,1,car,1.0,22
0 days 00:00:02.540000,2022-05-29 14:05:02.767,3587.0,0,0.0,False,1,car,1.0,22
0 days 00:00:02.740000,2022-05-29 14:05:02.967,3528.0,0,0.0,False,1,car,1.0,22
0 days 00:00:02.980000,2022-05-29 14:05:03.207,3516.0,0,0.0,False,1,car,1.0,22
0 days 00:00:03.340000,2022-05-29 14:05:03.567,3557.0,0,0.0,False,1,car,1.0,22
0 days 00:00:03.740000,2022-05-29 14:05:03.967,3441.0,0,0.0,False,1,car,1.0,22
0 days 00:00:04.860000,2022-05-29 14:05:05.087,3571.0,0,0.0,False,1,car,1.0,22
0 days 00:00:05.060000,2022-05-29 14:05:05.287,3588.0,0,0.0,False,1,car,1.0,22
0 days 00:00:05.300000,2022-05-29 14:05:05.527,3537.0,0,0.0,False,1,car,1.0,22
0 days 00:00:05.540000,2022-05-29 14:05:05.767,3504.0,0,0.0,False,1,car,1.0,22
0 days 00:00:05.861000,2022-05-29 14:05:06.088,3555.0,0,0.0,False,1,car,1.0,22
0 days 00:00:06.181000,2022-05-29 14:05:06.408,3594.0,0,0.0,False,1,car,1.0,22
0 days 00:00:06.421000,2022-05-29 14:05:06.648,3567.0,0,0.0,False,1,car,1.0,22
0 days 00:00:06.661000,2022-05-29 14:05:06.888,3516.0,0,0.0,False,1,car,1.0,22
0 days 00:00:06.941000,2022-05-29 14:05:07.168,3532.0,0,0.0,False,1,car,1.0,22
0 days 00:00:07.181000,2022-05-29 14:05:07.408,3525.0,0,0.0,False,1,car,1.0,22
0 days 00:00:07.341000,2022-05-29 14:05:07.568,3546.0,0,0.0,False,1,car,1.0,22
0 days 00:00:07.701000,2022-05-29 14:05:07.928,3570.0,0,0.0,False,1,car,1.0,22
0 days 00:00:08.101000,2022-05-29 14:05:08.328,3507.0,0,0.0,False,1,car,1.0,22
0 days 00:00:08.261000,2022-05-29 14:05:08.488,3505.0,0,0.0,False,1,car,1.0,22
0 days 00:00:08.541000,2022-05-29 14:05:08.768,3524.0,0,0.0,False,1,car,1.0,22
0 days 00:00:08.900000,2022-05-29 14:05:09.127,3537.0,0,0.0,False,1,car,1.0,22
0 days 00:00:09.060000,2022-05-29 14:05:09.287,3625.0,0,0.0,False,1,car,1.0,22
0 days 00:00:09.380000,2022-05-29 14:05:09.607,3515.0,0,0.0,False,1,car,1.0,22
0 days 00:00:09.580000,2022-05-29 14:05:09.807,3362.0,0,0.0,False,1,car,1.0,22
0 days 00:00:09.981000,2022-05-29 14:05:10.208,3518.0,0,0.0,False,1,car,1.0,22
0 days 00:00:10.380000,2022-05-29 14:05:10.607,3518.0,0,0.0,False,1,car,1.0,22
0 days 00:00:10.580000,2022-05-29 14:05:10.807,3562.0,0,0.0,False,1,car,1.0,22
0 days 00:00:10.900000,2022-05-29 14:05:11.127,3592.0,0,0.0,False,1,car,1.0,22
0 days 00:00:11.140000,2022-05-29 14:05:11.367,3533.0,0,0.0,False,1,car,1.0,22
0 days 00:00:11.381000,2022-05-29 14:05:11.608,3515.0,0,0.0,False,1,car,1.0,22
0 days 00:00:11.701000,2022-05-29 14:05:11.928,3540.0,0,0.0,True,1,car,1.0,22
0 days 00:00:12.100000,2022-05-29 14:05:12.327,3586.0,0,0.0,True,1,car,1.0,22
0 days 00:00:12.461000,2022-05-29 14:05:12.688,3518.0,0,0.0,True,1,car,1.0,22
0 days 00:00:12.781000,2022-05-29 14:05:13.008,3598.0,0,0.0,True,1,car,1.0,22
0 days 00:00:13.061000,2022-05-29 14:05:13.288,3565.0,0,0.0,False,1,car,1.0,22
0 days 00:00:13.381000,2022-05-29 14:05:13.608,3541.0,0,0.0,False,1,car,1.0,22
0 days 00:00:13.621000,2022-05-29 14:05:13.848,3473.0,0,0.0,True,1,car,1.0,22
0 days 00:00:13.861000,2022-05-29 14:05:14.088,3646.0,0,0.0,False,1,car,1.0,22
0 days 00:00:14.141000,2022-05-29 14:05:14.368,3682.0,0,0.0,False,1,car,1.0,22
0 days 00:00:14.381000,2022-05-29 14:05:14.608,3606.0,0,0.0,False,1,car,1.0,22
0 days 00:00:14.541000,2022-05-29 14:05:14.768,3620.0,0,0.0,False,1,car,1.0,22
0 days 00:00:14.701000,2022-05-29 14:05:14.928,3593.0,0,0.0,False,1,car,1.0,22
0 days 00:00:14.941000,2022-05-29 14:05:15.168,3574.0,0,0.0,False,1,car,1.0,22
0 days 00:00:15.261000,2022-05-29 14:05:15.488,3580.0,0,0.0,False,1,car,1.0,22
0 days 00:00:15.580000,2022-05-29 14:05:15.807,3556.0,0,0.0,False,1,car,1.0,22
0 days 00:00:15.900000,2022-05-29 14:05:16.127,3571.0,0,0.0,False,1,car,1.0,22
0 days 00:00:16.220000,2022-05-29 14:05:16.447,3594.0,0,0.0,False,1,car,1.0,22
0 days 00:00:16.420000,2022-05-29 14:05:16.647,3553.0,0,0.0,False,1,car,1.0,22
0 days 00:00:16.620000,2022-05-29 14:05:16.847,3577.0,0,0.0,False,1,car,1.0,22
0 days 00:00:16.780000,2022-05-29 14:05:17.007,3595.0,0,0.0,False,1,car,1.0,22
0 days 00:00:17.021000,2022-05-29 14:05:17.248,3232.0,0,0.0,False,1,car,1.0,22
0 days 00:00:17.260000,2022-05-29 14:05:17.487,3506.0,0,0.0,False,1,car,1.0,22
0 days 00:00:17.540000,2022-05-29 14:05:17.767,3573.0,0,0.0,False,1,car,1.0,22
0 days 00:00:17.820000,2022-05-29 14:05:18.047,3534.0,0,0.0,False,1,car,1.0,22
0 days 00:00:18.181000,2022-05-29 14:05:18.408,3510.0,0,0.0,False,1,car,1.0,22
0 days 00:00:18.541000,2022-05-29 14:05:18.768,3433.0,0,0.0,False,1,car,1.0,22
0 days 00:00:18.701000,2022-05-29 14:05:18.928,3448.0,0,0.0,False,1,car,1.0,22
0 days 00:00:18.901000,2022-05-29 14:05:19.128,3551.0,0,0.0,False,1,car,1.0,22
0 days 00:00:19.181000,2022-05-29 14:05:19.408,3482.0,0,0.0,False,1,car,1.0,22
0 days 00:00:19.461000,2022-05-29 14:05:19.688,3492.0,0,0.0,False,1,car,1.0,22
0 days 00:00:19.861000,2022-05-29 14:05:20.088,3602.0,0,0.0,False,1,car,1.0,22
0 days 00:00:20.181000,2022-05-29 14:05:20.408,3513.0,0,0.0,False,1,car,1.0,22
0 days 00:00:20.541000,2022-05-29 14:05:20.768,3512.0,0,0.0,False,1,car,1.0,22
0 days 00:00:20.781000,2022-05-29 14:05:21.008,3615.0,0,0.0,False,1,car,1.0,22
0 days 00:00:21.061000,2022-05-29 14:05:21.288,3525.0,0,0.0,False,1,car,1.0,22
0 days 00:00:21.221000,2022-05-29 14:05:21.448,3525.0,0,0.0,False,1,car,1.0,22
0 days 00:00:21.381000,2022-05-29 14:05:21.608,3520.0,0,0.0,False,1,car,1.0,22
0 days 00:00:21.741000,2022-05-29 14:05:21.968,3599.0,0,0.0,False,1,car,1.0,22
0 days 00:00:22.101000,2022-05-29 14:05:22.328,3538.0,0,0.0,False,1,car,1.0,22
0 days 00:00:22.340000,2022-05-29 14:05:22.567,3487.0,0,0.0,False,1,car,1.0,22
0 days 00:00:22.540000,2022-05-29 14:05:22.767,3499.0,0,0.0,False,1,car,1.0,22
0 days 00:00:22.940000,2022-05-29 14:05:23.167,3592.0,0,0.0,False,1,car,1.0,22
0 days 00:00:23.220000,2022-05-29 14:05:23.447,3477.0,0,0.0,False,1,car,1.0,22
0 days 00:00:23.620000,2022-05-29 14:05:23.847,3556.0,0,0.0,False,1,car,1.0,22
0 days 00:00:24.020000,2022-05-29 14:05:24.247,3466.0,0,0.0,False,1,car,1.0,22
0 days 00:00:24.381000,2022-05-29 14:05:24.608,3543.0,0,0.0,False,1,car,1.0,22
0 days 00:00:24.860000,2022-05-29 14:05:25.087,3516.0,0,0.0,False,1,car,1.0,22
0 days 00:00:25.020000,2022-05-29 14:05:25.247,3456.0,0,0.0,False,1,car,1.0,22
0 days 00:00:25.301000,2022-05-29 14:05:25.528,3510.0,0,0.0,False,1,car,1.0,22
0 days 00:00:25.581000,2022-05-29 14:05:25.808,3506.0,0,0.0,False,1,car,1.0,22
0 days 00:00:25.861000,2022-05-29 14:05:26.088,3556.0,0,0.0,False,1,car,1.0,22
0 days 00:00:26.141000,2022-05-29 14:05:26.368,3673.0,0,0.0,False,1,car,1.0,22
0 days 00:00:26.381000,2022-05-29 14:05:26.608,3649.0,0,0.0,False,1,car,1.0,22
0 days 00:00:26.661000,2022-05-29 14:05:26.888,3535.0,0,0.0,False,1,car,1.0,22
0 days 00:00:27.141000,2022-05-29 14:05:27.368,3564.0,0,0.0,False,1,car,1.0,22
0 days 00:00:27.301000,2022-05-29 14:05:27.528,3602.0,0,0.0,False,1,car,1.0,22
0 days 00:00:27.461000,2022-05-29 14:05:27.688,3576.0,0,0.0,False,1,car,1.0,22
0 days 00:00:27.661000,2022-05-29 14:05:27.888,3622.0,0,0.0,False,1,car,1.0,22
0 days 00:00:27.821000,2022-05-29 14:05:28.048,3623.0,0,0.0,False,1,car,1.0,22
0 days 00:00:28.181000,2022-05-29 14:05:28.408,3680.0,1,0.0,False,1,car,1.0,22
0 days 00:00:28.501000,2022-05-29 14:05:28.728,3504.0,1,0.0,False,1,car,1.0,22
0 days 00:00:28.701000,2022-05-29 14:05:28.928,3545.0,1,0.0,False,1,car,1.0,22
0 days 00:00:28.860000,2022-05-29 14:05:29.087,3596.0,1,0.0,False,1,car,1.0,22
0 days 00:00:29.060000,2022-05-29 14:05:29.287,3581.0,1,0.0,False,1,car,1.0,22
0 days 00:00:29.380000,2022-05-29 14:05:29.607,3515.0,1,0.0,False,1,car,1.0,22
0 days 00:00:29.700000,2022-05-29 14:05:29.927,3340.0,1,0.0,False,1,car,1.0,22
0 days 00:00:30.020000,2022-05-29 14:05:30.247,3129.0,1,0.0,False,1,car,1.0,22
0 days 00:00:30.420000,2022-05-29 14:05:30.647,3107.0,1,0.0,False,1,car,1.0,22
0 days 00:00:30.701000,2022-05-29 14:05:30.928,3205.0,1,0.0,False,1,car,1.0,22
0 days 00:00:31.100000,2022-05-29 14:05:31.327,3061.0,1,0.0,False,1,car,1.0,22
0 days 00:00:31.540000,2022-05-29 14:05:31.767,3004.0,1,0.0,False,1,car,1.0,22
0 days 00:00:31.700000,2022-05-29 14:05:31.927,2686.0,1,0.0,False,1,car,1.0,22
0 days 00:00:31.901000,2022-05-29 14:05:32.128,2756.0,1,0.0,False,1,car,1.0,22
0 days 00:00:32.061000,2022-05-29 14:05:32.288,2949.0,1,0.0,False,1,car,1.0,22
0 days 00:00:32.221000,2022-05-29 14:05:32.448,3067.0,1,0.0,False,1,car,1.0,22
0 days 00:00:32.501000,2022-05-29 14:05:32.728,3522.0,1,0.0,False,1,car,1.0,22
0 days 00:00:32.701000,2022-05-29 14:05:32.928,3598.0,1,0.0,False,1,car,1.0,22
0 days 00:00:32.981000,2022-05-29 14:05:33.208,3969.0,1,0.0,False,1,car,1.0,22
