LapNumber,TrackTemp,RPM,nGear,Throttle,Brake,DRS,LapTime,IsPersonalBest,Compound,TyreLife,FreshTyre,TrackStatus,Weight,PitDuration
16.0,34.1,9115.128048780489,3.670731707317073,42.35670731707317,97,10,80.884,0,1.0,18.0,0,1,820.7248846907275,
17.0,33.8,9531.650455927052,3.6261398176291793,48.72036474164134,90,0,78.682,1,1.0,19.0,0,1,819.3518810422352,
18.0,34.2,9597.824242424242,3.651515151515152,49.23333333333333,90,0,78.379,1,1.0,20.0,0,1,817.9788773937428,
19.0,34.0,9580.743975903615,3.542168674698796,47.78915662650602,91,0,79.143,0,1.0,21.0,0,1,816.6058737452504,
20.0,33.8,9738.314420803785,3.813238770685579,50.60283687943262,115,0,79.263,0,1.0,22.0,0,1,815.2328700967579,
21.0,33.95,8710.85,2.444117647058824,50.14117647058824,113,0,100.898,0,1.0,23.0,0,1,813.8598664482655,29.269
22.0,34.1,9448.96319018405,3.2607361963190185,42.06748466257669,107,0,81.571,0,3.0,1.0,1,1,812.486862799773,
23.0,34.3,9440.076452599387,3.657492354740061,45.80733944954128,103,0,78.373,1,3.0,2.0,1,1,811.1138591512806,
24.0,34.45,9568.323076923078,3.670769230769231,47.77538461538462,97,0,77.546,1,3.0,3.0,1,1,809.7408555027882,
25.0,33.8,9510.827692307692,3.72,47.20923076923077,96,0,77.869,0,3.0,4.0,1,1,808.3678518542957,
26.0,33.8,9421.529051987767,3.73394495412844,46.37308868501529,104,0,78.157,0,3.0,5.0,1,1,806.9948482058034,
27.0,33.75,9536.224242424243,3.66969696969697,46.13636363636363,100,0,78.206,0,3.0,6.0,1,1,805.6218445573109,
28.0,34.2,9422.787878787878,3.696969696969697,45.48181818181818,104,0,78.708,0,3.0,7.0,1,1,804.2488409088185,
29.0,34.4,9490.209580838324,3.5988023952095807,45.60479041916168,108,7,78.896,0,3.0,8.0,1,1,802.8758372603261,
30.0,34.4,9338.671641791045,3.650746268656716,43.25970149253731,115,20,79.886,0,3.0,9.0,1,1,801.5028336118336,
31.0,34.35,9323.638554216868,3.644578313253012,42.9789156626506,112,19,80.099,0,3.0,10.0,1,1,800.1298299633412,
32.0,34.2,9394.670658682637,3.62874251497006,43.26347305389221,120,19,79.879,0,3.0,11.0,1,1,798.7568263148487,
33.0,35.0,9358.834337349395,3.608433734939759,43.006024096385545,113,17,80.145,0,3.0,12.0,1,1,797.3838226663563,
34.0,35.05,9491.1223880597,3.5791044776119403,44.71044776119403,112,23,79.297,0,3.0,13.0,1,1,796.0108190178639,
35.0,34.9,9369.179104477613,3.573134328358209,43.68955223880597,111,21,80.077,0,3.0,14.0,1,1,794.6378153693714,
36.0,35.2,9224.844311377246,3.709580838323353,43.796407185628745,108,20,79.959,0,3.0,15.0,1,1,793.264811720879,
37.0,35.3,9456.25,3.5654761904761907,43.30952380952381,126,21,79.953,0,3.0,16.0,1,1,791.8918080723867,
38.0,35.1,9215.961424332345,3.6973293768546,42.93471810089021,116,21,80.168,0,3.0,17.0,1,1,790.5188044238942,
39.0,35.8,9330.627976190475,3.595238095238096,41.41964285714285,121,19,80.424,0,3.0,18.0,1,1,789.1458007754018,
40.0,36.15,9137.663636363635,3.727272727272727,41.11212121212121,118,10,80.245,0,3.0,19.0,1,1,787.7727971269094,
41.0,36.4,9487.344311377246,3.57185628742515,44.26047904191617,112,7,79.137,0,3.0,20.0,1,1,786.3997934784169,
42.0,36.6,9224.102102102102,3.714714714714715,42.55855855855856,120,18,79.984,0,3.0,21.0,1,1,785.0267898299245,
43.0,36.8,9524.27893175074,3.58753709198813,44.49258160237389,115,24,79.578,0,3.0,22.0,1,1,783.653786181432,
44.0,37.0,9428.232835820896,3.555223880597015,42.65074626865672,119,18,80.346,0,3.0,23.0,1,1,782.2807825329396,
45.0,36.3,9434.604166666666,3.571428571428572,43.13690476190476,118,20,80.231,0,3.0,24.0,1,1,780.9077788844472,
46.0,36.55,9291.960843373494,3.5903614457831323,41.84638554216868,113,10,80.303,0,3.0,25.0,1,1,779.5347752359547,
47.0,36.6,9467.714714714715,3.612612612612613,44.54354354354354,110,0,79.284,0,3.0,26.0,1,1,778.1617715874623,
48.0,36.6,9414.030303030304,3.575757575757576,43.86363636363637,106,0,79.329,0,3.0,27.0,1,1,776.7887679389698,
49.0,36.5,9525.948795180722,3.5933734939759034,45.48493975903615,109,0,78.915,0,3.0,28.0,1,1,775.4157642904775,
50.0,36.7,9436.146341463416,3.609756097560976,44.3140243902439,109,0,79.219,0,3.0,29.0,1,1,774.0427606419851,
51.0,36.3,9696.08787878788,3.518181818181818,45.9969696969697,107,3,78.646,0,3.0,30.0,1,1,772.6697569934926,
52.0,36.1,9531.078313253012,3.5813253012048194,44.85843373493976,109,17,79.088,0,3.0,31.0,1,12,771.2967533450002,
53.0,35.9,9481.613981762916,3.5835866261398177,43.9483282674772,107,0,79.282,0,3.0,32.0,1,21,769.9237496965077,
54.0,35.6,9607.227963525836,3.534954407294833,45.45592705167173,106,0,78.719,0,3.0,33.0,1,1,768.5507460480153,
55.0,35.2,9594.659574468084,3.592705167173252,46.24316109422493,103,3,78.738,0,3.0,34.0,1,1,767.1777423995229,
56.0,34.6,9565.649230769232,3.5292307692307694,44.550769230769234,108,17,78.892,0,3.0,35.0,1,1,765.8047387510304,
57.0,34.6,9627.52887537994,3.559270516717325,45.9483282674772,109,0,78.438,0,3.0,36.0,1,1,764.431735102538,
58.0,34.7,9612.098159509202,3.5950920245398774,45.920245398773005,106,0,78.453,0,3.0,37.0,1,1,763.0587314540456,
59.0,34.8,9722.840978593273,3.55045871559633,46.16207951070336,105,0,78.209,0,3.0,38.0,1,1,761.6857278055531,
60.0,34.4,9413.243076923078,3.707692307692308,45.36923076923077,103,0,78.347,0,3.0,39.0,1,1,760.3127241570608,
61.0,34.4,9612.228395061727,3.592592592592593,46.8425925925926,106,0,77.949,0,3.0,40.0,1,1,758.9397205085684,
62.0,34.349999999999994,9594.962962962964,3.617283950617284,46.75617283950617,105,0,77.942,0,3.0,41.0,1,1,757.5667168600759,
63.0,34.3,9666.790273556231,3.580547112462006,47.04559270516717,107,23,77.785,0,3.0,42.0,1,1,756.1937132115835,
64.0,34.3,9568.314024390244,3.588414634146341,45.67378048780488,113,22,78.413,0,3.0,43.0,1,1,754.820709563091,
65.0,34.2,9566.164634146342,3.551829268292683,44.53353658536585,108,21,78.591,0,3.0,44.0,1,1,753.4477059145986,
66.0,34.3,9632.522935779816,3.5565749235474007,43.993883792048926,110,18,78.594,0,3.0,45.0,1,1,752.0747022661062,
67.0,34.3,9576.60909090909,3.5939393939393938,45.47575757575758,107,23,78.221,0,3.0,46.0,1,1,750.7016986176137,
68.0,34.65,9440.876506024097,3.63855421686747,44.12951807228916,111,21,78.808,0,3.0,47.0,1,1,749.3286949691213,
69.0,34.6,9441.857575757576,3.621212121212121,43.78181818181818,113,19,78.912,0,3.0,48.0,1,1,747.9556913206288,
70.0,34.5,9710.75,3.655882352941176,46.93529411764706,112,33,78.535,0,3.0,49.0,1,1,746.5826876721364,
71.0,34.4,9261.854800936768,3.629976580796253,40.62529274004684,159,27,81.871,0,3.0,50.0,1,12,745.2096840236441,
72.0,34.3,8450.214285714286,2.452380952380953,28.51322751322752,109,0,102.266,0,3.0,51.0,1,26,743.8366803751516,
73.0,34.35,9166.123493975903,2.927710843373494,37.47289156626506,127,5,90.456,0,3.0,52.0,1,671,742.4636767266592,
74.0,34.5,9456.396341463416,3.625,44.61585365853659,106,19,79.063,0,3.0,53.0,1,1,741.0906730781668,
75.0,33.8,9567.339449541283,3.562691131498471,45.50764525993884,109,18,78.678,0,3.0,54.0,1,1,739.7176694296743,
76.0,33.7,9596.385321100915,3.6269113149847096,46.62691131498471,104,22,77.98,0,3.0,55.0,1,1,738.3446657811819,
77.0,34.55,9688.0273556231,3.556231003039514,46.6048632218845,101,20,78.11,0,3.0,56.0,1,1,736.9716621326895,
78.0,34.46666666666667,9653.441860465116,3.627906976744186,47.63662790697674,108,29,78.745,0,3.0,57.0,1,1,735.598658484197,
1.0,33.75,9187.728358208957,3.4507462686567165,38.79402985074627,113,0,88.656,0,,,1,2,835.5601864044244,
2.0,33.9,9189.717717717718,3.933933933933934,44.807807807807805,96,0,79.987,1,1.0,6.0,0,21,834.2562358604752,
3.0,33.9,9038.882882882885,4.021021021021021,44.75675675675676,96,0,79.79,1,1.0,7.0,0,1,832.952285316526,
4.0,33.9,9154.162162162162,3.996996996996997,45.74774774774775,94,0,79.456,1,1.0,8.0,0,1,831.6483347725767,
5.0,33.6,9290.96960486322,3.951367781155015,46.32522796352583,98,0,79.135,1,1.0,9.0,0,1,830.3443842286276,
6.0,34.5,9302.519637462236,3.9637462235649545,47.37160120845922,92,0,79.162,0,1.0,10.0,0,1,829.0404336846784,
7.0,33.9,9340.646525679758,3.9546827794561934,47.17220543806646,97,0,78.974,1,1.0,11.0,0,1,827.7364831407292,
8.0,33.8,9252.369696969698,3.9272727272727272,46.724242424242426,96,0,79.401,0,1.0,12.0,0,1,826.43253259678,
9.0,33.8,9323.251515151514,3.975757575757576,48.30303030303031,91,0,78.773,1,1.0,13.0,0,1,825.1285820528308,
10.0,33.8,9354.591463414634,3.9390243902439024,47.78353658536585,91,0,78.687,1,1.0,14.0,0,1,823.8246315088816,
11.0,33.7,9362.352583586626,3.954407294832827,47.63525835866261,93,0,78.701,0,1.0,15.0,0,1,822.5206809649324,
12.0,33.9,9271.80303030303,3.975757575757576,47.86969696969697,92,0,78.837,0,1.0,16.0,0,1,821.2167304209831,
13.0,34.0,9256.427710843374,3.984939759036144,47.80722891566265,98,0,78.989,0,1.0,17.0,0,12,819.912779877034,
14.0,33.7,9262.765957446809,3.969604863221885,46.90273556231003,95,0,79.302,0,1.0,18.0,0,1,818.6088293330848,
15.0,33.85,9258.375757575755,3.984848484848485,47.86363636363637,93,0,78.991,0,1.0,19.0,0,1,817.3048787891356,
16.0,34.1,9216.97583081571,4.033232628398792,47.67371601208459,100,0,79.087,0,1.0,20.0,0,1,816.0009282451864,
17.0,33.8,9277.171686746988,3.9548192771084336,47.44879518072289,96,0,79.427,0,1.0,21.0,0,1,814.6969777012372,
18.0,34.2,9467.55334987593,4.2109181141439205,51.297766749379655,118,0,79.32,0,1.0,22.0,0,1,813.3930271572881,
19.0,34.0,8306.011594202899,2.7797101449275363,45.779710144927535,104,0,96.37,0,1.0,23.0,0,1,812.0890766133389,24.268
20.0,33.8,9225.82530120482,3.635542168674698,44.43072289156626,98,0,82.318,0,3.0,1.0,1,1,810.7851260693897,
21.0,33.95,9135.52,4.006153846153846,44.32923076923077,96,0,79.578,0,3.0,2.0,1,1,809.4811755254404,
22.0,34.1,9337.915625,4.05625,49.546875,92,0,77.484,1,3.0,3.0,1,1,808.1772249814912,
23.0,34.3,9458.988023952095,3.997005988023952,51.01197604790419,98,0,77.018,1,3.0,4.0,1,1,806.873274437542,
24.0,34.45,9216.93655589124,3.972809667673716,44.595166163142,99,0,79.443,0,3.0,5.0,1,1,805.5693238935928,
25.0,33.8,9253.726726726729,3.975975975975976,45.42042042042042,96,0,79.296,0,3.0,6.0,1,1,804.2653733496436,
26.0,33.8,9323.469879518072,3.86144578313253,43.50301204819277,100,0,79.853,0,3.0,7.0,1,1,802.9614228056944,
27.0,33.75,9276.452095808383,3.9520958083832336,44.6497005988024,100,0,79.601,0,3.0,8.0,1,1,801.6574722617453,
28.0,34.2,9190.81212121212,3.954545454545455,44.53636363636364,98,0,79.658,0,3.0,9.0,1,1,800.3535217177961,
29.0,34.4,9391.769696969695,3.9,45.20909090909091,97,0,79.022,0,3.0,10.0,1,1,799.0495711738469,
30.0,34.4,9317.396969696969,3.933333333333333,46.06363636363636,101,0,78.819,0,3.0,11.0,1,1,797.7456206298976,
31.0,34.35,9454.05504587156,3.889908256880734,46.56880733944954,101,0,78.663,0,3.0,12.0,1,1,796.4416700859484,
32.0,34.2,9405.44376899696,3.914893617021277,44.790273556231,101,0,78.916,0,3.0,13.0,1,1,795.1377195419992,
33.0,35.0,9215.923780487805,3.990853658536585,45.670731707317074,98,0,78.653,0,3.0,14.0,1,1,793.8337689980501,
34.0,35.05,9340.159509202456,3.9723926380368098,46.81901840490798,95,0,78.317,0,3.0,15.0,1,1,792.5298184541009,
35.0,34.9,9321.936170212766,3.975683890577508,47.45592705167173,98,0,78.095,0,3.0,16.0,1,1,791.2258679101517,
36.0,35.2,9285.384146341465,3.9786585365853657,45.38414634146341,101,0,78.69,0,3.0,17.0,1,1,789.9219173662025,
37.0,35.3,9311.75223880597,3.985074626865672,47.48358208955224,99,0,78.551,0,3.0,18.0,1,1,788.6179668222533,
38.0,35.1,9264.31212121212,3.881818181818182,42.79090909090909,102,0,79.844,0,3.0,19.0,1,1,787.314016278304,
39.0,35.8,9174.753753753754,4.039039039039039,46.13813813813814,97,0,78.883,0,3.0,20.0,1,1,786.0100657343548,
40.0,36.15,9279.003012048192,3.906626506024097,45.2289156626506,97,0,79.554,0,3.0,21.0,1,1,784.7061151904057,
41.0,36.4,9265.828220858895,3.92638036809816,44.50920245398773,96,0,79.346,0,3.0,22.0,1,1,783.4021646464565,
42.0,36.6,9330.073170731708,3.987804878048781,47.94512195121951,97,0,78.186,0,3.0,23.0,1,1,782.0982141025073,
43.0,36.8,9267.060790273556,4.003039513677812,46.88753799392097,99,0,78.473,0,3.0,24.0,1,1,780.7942635585581,
44.0,37.0,9339.218844984802,4.006079027355623,48.5531914893617,92,0,78.185,0,3.0,25.0,1,1,779.4903130146089,
45.0,36.3,9319.208588957055,3.938650306748466,45.855828220858896,99,0,78.897,0,3.0,26.0,1,1,778.1863624706597,
46.0,36.55,9331.618902439024,3.9939024390243913,49.21646341463415,94,0,77.898,0,3.0,27.0,1,1,776.8824119267105,
47.0,36.6,9456.566666666668,3.921212121212122,47.52121212121212,97,0,78.357,0,3.0,28.0,1,1,775.5784613827614,
48.0,36.6,9423.328313253012,3.873493975903615,46.015060240963855,96,0,78.915,0,3.0,29.0,1,1,774.2745108388121,
49.0,36.5,9459.707602339182,3.9678362573099415,47.90350877192982,101,0,78.986,0,3.0,30.0,1,1,772.9705602948629,
50.0,36.7,9411.887573964495,3.760355029585799,43.63905325443787,109,0,81.492,0,3.0,31.0,1,1,771.6666097509137,
51.0,36.3,9315.321739130435,3.869565217391304,48.34782608695652,109,0,81.376,0,3.0,32.0,1,1,770.3626592069645,
52.0,36.1,8257.314496314497,3.2972972972972974,36.71007371007371,132,0,82.363,0,3.0,33.0,1,1,769.0587086630153,
1.0,33.75,8965.314540059348,3.225519287833828,44.33827893175074,106,0,93.625,0,,,1,2,834.580836121682,
2.0,33.9,9259.22754491018,3.6407185628742513,46.50898203592814,103,0,80.754,1,2.0,1.0,1,21,833.2988275505663,
3.0,33.9,9249.289940828405,3.736686390532544,47.35798816568048,107,11,80.066,1,2.0,2.0,1,1,832.0168189794506,
4.0,33.9,9163.87537091988,3.7181008902077153,46.317507418397625,107,9,80.655,0,2.0,3.0,1,1,830.734810408335,
5.0,33.6,9314.85843373494,3.710843373493976,45.85240963855421,109,0,79.857,1,2.0,4.0,1,1,829.4528018372193,
6.0,34.5,9275.689552238806,3.764179104477612,46.907462686567165,107,0,79.725,1,2.0,5.0,1,1,828.1707932661036,
7.0,33.9,9120.72036474164,3.711246200607903,43.59878419452888,106,2,80.31,0,2.0,6.0,1,1,826.888784694988,
8.0,33.8,9346.313069908814,3.778115501519757,49.35562310030395,102,16,78.534,1,2.0,7.0,1,1,825.6067761238722,
9.0,33.8,9382.36936936937,3.813813813813814,49.4954954954955,106,6,78.619,0,2.0,8.0,1,1,824.3247675527566,
10.0,33.8,9331.10946745562,3.792899408284024,48.97337278106509,107,26,79.324,0,2.0,9.0,1,1,823.0427589816409,
