Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.087000,2024-05-26 13:03:11.156,10087.0,1,22.0,False,1,car,1.0,2
0 days 00:00:00.287000,2024-05-26 13:03:11.356,10138.0,1,22.0,False,1,car,1.0,2
0 days 00:00:00.607000,2024-05-26 13:03:11.676,8178.0,1,22.0,False,1,car,1.0,2
0 days 00:00:00.887000,2024-05-26 13:03:11.956,6218.0,1,22.0,False,1,car,1.0,2
0 days 00:00:01.207000,2024-05-26 13:03:12.276,6101.0,1,23.0,False,1,car,1.0,2
0 days 00:00:01.407000,2024-05-26 13:03:12.476,6381.0,1,25.0,False,1,car,1.0,2
0 days 00:00:01.607000,2024-05-26 13:03:12.676,6435.0,1,27.0,False,1,car,1.0,2
0 days 00:00:01.807000,2024-05-26 13:03:12.876,7037.0,1,31.0,False,1,car,1.0,2
0 days 00:00:02.047000,2024-05-26 13:03:13.116,8760.0,1,39.0,False,1,car,1.0,2
0 days 00:00:02.407000,2024-05-26 13:03:13.476,9452.0,1,40.0,False,1,car,1.0,2
0 days 00:00:02.647000,2024-05-26 13:03:13.716,9429.0,1,44.0,False,1,car,1.0,2
0 days 00:00:03.047000,2024-05-26 13:03:14.116,11035.0,1,53.0,False,1,car,1.0,2
0 days 00:00:03.207000,2024-05-26 13:03:14.276,11205.0,1,55.0,False,1,car,1.0,2
0 days 00:00:03.528000,2024-05-26 13:03:14.597,10174.0,2,67.0,False,1,car,1.0,2
0 days 00:00:03.768000,2024-05-26 13:03:14.837,11280.0,2,72.0,False,1,car,1.0,2
0 days 00:00:04.088000,2024-05-26 13:03:15.157,10521.0,2,79.0,False,1,car,1.0,2
0 days 00:00:04.288000,2024-05-26 13:03:15.357,11570.0,3,99.0,False,1,car,1.0,2
0 days 00:00:04.488000,2024-05-26 13:03:15.557,11488.0,3,100.0,False,1,car,1.0,2
0 days 00:00:04.928000,2024-05-26 13:03:15.997,10360.0,4,100.0,False,1,car,1.0,2
0 days 00:00:05.088000,2024-05-26 13:03:16.157,10944.0,4,100.0,False,1,car,1.0,2
0 days 00:00:05.367000,2024-05-26 13:03:16.436,11723.0,4,100.0,False,1,car,1.0,2
0 days 00:00:05.807000,2024-05-26 13:03:16.876,10963.0,4,100.0,False,1,car,1.0,2
0 days 00:00:05.967000,2024-05-26 13:03:17.036,11259.0,5,100.0,False,1,car,1.0,2
0 days 00:00:06.247000,2024-05-26 13:03:17.316,10245.0,5,0.0,True,1,car,1.0,2
0 days 00:00:06.407000,2024-05-26 13:03:17.476,10667.0,5,0.0,True,1,car,1.0,2
0 days 00:00:06.887000,2024-05-26 13:03:17.956,10407.0,5,0.0,True,1,car,1.0,2
0 days 00:00:07.047000,2024-05-26 13:03:18.116,10179.0,4,0.0,True,1,car,1.0,2
0 days 00:00:07.447000,2024-05-26 13:03:18.516,9422.0,4,0.0,True,1,car,1.0,2
0 days 00:00:07.727000,2024-05-26 13:03:18.796,9673.0,3,0.0,True,1,car,1.0,2
0 days 00:00:08.007000,2024-05-26 13:03:19.076,8897.0,3,0.0,True,1,car,1.0,2
0 days 00:00:08.167000,2024-05-26 13:03:19.236,8555.0,3,0.0,True,1,car,1.0,2
0 days 00:00:08.527000,2024-05-26 13:03:19.596,9072.0,2,0.0,True,1,car,1.0,2
0 days 00:00:08.847000,2024-05-26 13:03:19.916,8217.0,2,0.0,True,1,car,1.0,2
0 days 00:00:09.007000,2024-05-26 13:03:20.076,7796.0,2,0.0,True,1,car,1.0,2
0 days 00:00:09.407000,2024-05-26 13:03:20.476,7378.0,2,0.0,False,1,car,1.0,2
0 days 00:00:09.607000,2024-05-26 13:03:20.676,6963.0,2,0.0,True,1,car,1.0,2
0 days 00:00:09.767000,2024-05-26 13:03:20.836,6853.0,2,0.0,False,1,car,1.0,2
0 days 00:00:10.168000,2024-05-26 13:03:21.237,6164.0,2,1.0,True,1,car,1.0,2
0 days 00:00:10.528000,2024-05-26 13:03:21.597,6005.0,2,10.0,True,1,car,1.0,2
0 days 00:00:10.728000,2024-05-26 13:03:21.797,5651.0,2,0.0,True,1,car,1.0,2
0 days 00:00:10.888000,2024-05-26 13:03:21.957,5503.0,2,0.0,False,1,car,1.0,2
0 days 00:00:11.248000,2024-05-26 13:03:22.317,6026.0,2,10.0,False,1,car,1.0,2
0 days 00:00:11.448000,2024-05-26 13:03:22.517,6188.0,2,10.0,False,1,car,1.0,2
0 days 00:00:11.648000,2024-05-26 13:03:22.717,5815.0,2,10.0,False,1,car,1.0,2
0 days 00:00:11.848000,2024-05-26 13:03:22.917,7215.0,2,30.0,False,1,car,1.0,2
0 days 00:00:12.007000,2024-05-26 13:03:23.076,6948.0,2,29.0,False,1,car,1.0,2
0 days 00:00:12.287000,2024-05-26 13:03:23.356,7455.0,2,41.0,False,1,car,1.0,2
0 days 00:00:12.487000,2024-05-26 13:03:23.556,8414.0,2,53.0,False,1,car,1.0,2
0 days 00:00:12.687000,2024-05-26 13:03:23.756,9216.0,2,61.0,False,1,car,1.0,2
0 days 00:00:12.927000,2024-05-26 13:03:23.996,10896.0,2,76.0,False,1,car,1.0,2
0 days 00:00:13.167000,2024-05-26 13:03:24.236,10591.0,2,65.0,False,1,car,1.0,2
0 days 00:00:13.367000,2024-05-26 13:03:24.436,11657.0,2,100.0,False,1,car,1.0,2
0 days 00:00:13.687000,2024-05-26 13:03:24.756,10614.0,3,100.0,False,1,car,1.0,2
0 days 00:00:13.927000,2024-05-26 13:03:24.996,11467.0,3,100.0,False,1,car,1.0,2
0 days 00:00:14.207000,2024-05-26 13:03:25.276,10720.0,3,100.0,False,1,car,1.0,2
0 days 00:00:14.487000,2024-05-26 13:03:25.556,10990.0,4,100.0,False,1,car,1.0,2
0 days 00:00:14.687000,2024-05-26 13:03:25.756,11434.0,4,100.0,False,1,car,1.0,2
0 days 00:00:15.007000,2024-05-26 13:03:26.076,11523.0,4,100.0,False,1,car,1.0,2
0 days 00:00:15.367000,2024-05-26 13:03:26.436,11016.0,5,100.0,False,1,car,1.0,2
0 days 00:00:15.527000,2024-05-26 13:03:26.596,11238.0,5,100.0,False,1,car,1.0,2
0 days 00:00:15.847000,2024-05-26 13:03:26.916,11877.0,5,100.0,False,1,car,1.0,2
0 days 00:00:16.007000,2024-05-26 13:03:27.076,11848.0,5,100.0,False,1,car,1.0,2
0 days 00:00:16.207000,2024-05-26 13:03:27.276,11428.0,5,100.0,False,1,car,1.0,2
0 days 00:00:16.368000,2024-05-26 13:03:27.437,10739.0,6,100.0,False,1,car,1.0,2
0 days 00:00:16.528000,2024-05-26 13:03:27.597,10897.0,6,100.0,False,1,car,1.0,2
0 days 00:00:16.768000,2024-05-26 13:03:27.837,11163.0,6,100.0,False,1,car,1.0,2
0 days 00:00:17.128000,2024-05-26 13:03:28.197,10578.0,6,0.0,True,1,car,1.0,2
0 days 00:00:17.328000,2024-05-26 13:03:28.397,10692.0,6,3.0,False,1,car,1.0,2
0 days 00:00:17.688000,2024-05-26 13:03:28.757,10368.0,6,39.0,False,1,car,1.0,2
0 days 00:00:17.848000,2024-05-26 13:03:28.917,10301.0,6,50.0,False,1,car,1.0,2
0 days 00:00:18.208000,2024-05-26 13:03:29.277,10615.0,6,71.0,False,1,car,1.0,2
0 days 00:00:18.528000,2024-05-26 13:03:29.597,10383.0,6,14.0,True,1,car,1.0,2
0 days 00:00:18.847000,2024-05-26 13:03:29.916,10160.0,6,0.0,True,1,car,1.0,2
0 days 00:00:19.087000,2024-05-26 13:03:30.156,10262.0,6,12.0,True,1,car,1.0,2
0 days 00:00:19.367000,2024-05-26 13:03:30.436,10616.0,5,0.0,True,1,car,1.0,2
0 days 00:00:19.647000,2024-05-26 13:03:30.716,10285.0,5,0.0,True,1,car,1.0,2
0 days 00:00:19.807000,2024-05-26 13:03:30.876,11125.0,5,0.0,True,1,car,1.0,2
0 days 00:00:20.047000,2024-05-26 13:03:31.116,10334.0,4,0.0,True,1,car,1.0,2
