Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.098000,2023-05-28 13:03:04.025,11211.0,1,25.0,True,1,car,1.0,21
0 days 00:00:00.378000,2023-05-28 13:03:04.305,10451.0,1,29.0,False,1,car,1.0,21
0 days 00:00:00.618000,2023-05-28 13:03:04.545,8806.0,1,29.0,False,1,car,1.0,21
0 days 00:00:00.858000,2023-05-28 13:03:04.785,7126.0,1,32.0,False,1,car,1.0,21
0 days 00:00:01.178000,2023-05-28 13:03:05.105,4886.0,1,32.0,False,1,car,1.0,21
0 days 00:00:01.458000,2023-05-28 13:03:05.385,5766.0,1,48.0,False,1,car,1.0,21
0 days 00:00:01.698000,2023-05-28 13:03:05.625,7411.0,1,59.0,False,1,car,1.0,21
0 days 00:00:01.858000,2023-05-28 13:03:05.785,8531.0,1,46.0,False,1,car,1.0,21
0 days 00:00:02.058000,2023-05-28 13:03:05.985,8501.0,1,47.0,False,1,car,1.0,21
0 days 00:00:02.258000,2023-05-28 13:03:06.185,7346.0,1,49.0,False,1,car,1.0,21
0 days 00:00:02.538000,2023-05-28 13:03:06.465,8225.0,1,58.0,False,1,car,1.0,21
0 days 00:00:02.937000,2023-05-28 13:03:06.864,10605.0,1,60.0,False,1,car,1.0,21
0 days 00:00:03.217000,2023-05-28 13:03:07.144,11380.0,1,74.0,False,1,car,1.0,21
0 days 00:00:03.497000,2023-05-28 13:03:07.424,11451.0,1,70.0,False,1,car,1.0,21
0 days 00:00:03.697000,2023-05-28 13:03:07.624,10564.0,2,82.0,False,1,car,1.0,21
0 days 00:00:03.857000,2023-05-28 13:03:07.784,11450.0,2,87.0,False,1,car,1.0,21
0 days 00:00:04.057000,2023-05-28 13:03:07.984,11730.0,2,100.0,False,1,car,1.0,21
0 days 00:00:04.337000,2023-05-28 13:03:08.264,11185.0,3,100.0,False,1,car,1.0,21
0 days 00:00:04.577000,2023-05-28 13:03:08.504,11603.0,3,100.0,False,1,car,1.0,21
0 days 00:00:04.777000,2023-05-28 13:03:08.704,12062.0,3,100.0,False,1,car,1.0,21
0 days 00:00:05.017000,2023-05-28 13:03:08.944,11603.0,3,100.0,False,1,car,1.0,21
0 days 00:00:05.258000,2023-05-28 13:03:09.185,11241.0,4,100.0,False,1,car,1.0,21
0 days 00:00:05.538000,2023-05-28 13:03:09.465,11586.0,4,98.0,False,1,car,1.0,21
0 days 00:00:05.698000,2023-05-28 13:03:09.625,11869.0,4,98.0,False,1,car,1.0,21
0 days 00:00:05.938000,2023-05-28 13:03:09.865,11477.0,4,25.0,True,1,car,1.0,21
0 days 00:00:06.098000,2023-05-28 13:03:10.025,11703.0,4,41.0,True,1,car,1.0,21
0 days 00:00:06.298000,2023-05-28 13:03:10.225,11581.0,4,0.0,True,1,car,1.0,21
0 days 00:00:06.578000,2023-05-28 13:03:10.505,10315.0,4,0.0,True,1,car,1.0,21
0 days 00:00:06.818000,2023-05-28 13:03:10.745,10847.0,4,0.0,True,1,car,1.0,21
0 days 00:00:07.138000,2023-05-28 13:03:11.065,10267.0,3,0.0,True,1,car,1.0,21
0 days 00:00:07.378000,2023-05-28 13:03:11.305,9712.0,3,0.0,True,1,car,1.0,21
0 days 00:00:07.538000,2023-05-28 13:03:11.465,10692.0,3,0.0,True,1,car,1.0,21
