Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.071000,2019-05-26 13:12:46.052,11021.0,1,24.0,False,1,car,1.0,3
0 days 00:00:00.311000,2019-05-26 13:12:46.292,11030.0,1,25.0,False,1,car,1.0,3
0 days 00:00:00.551000,2019-05-26 13:12:46.532,9350.0,1,27.0,False,1,car,1.0,3
0 days 00:00:00.752000,2019-05-26 13:12:46.733,7950.0,1,27.0,False,1,car,1.0,3
0 days 00:00:00.992000,2019-05-26 13:12:46.973,6270.0,1,30.0,False,1,car,1.0,3
0 days 00:00:01.231000,2019-05-26 13:12:47.212,4870.0,1,39.0,False,1,car,1.0,3
0 days 00:00:01.511000,2019-05-26 13:12:47.492,5845.0,1,47.0,False,1,car,1.0,3
0 days 00:00:01.751000,2019-05-26 13:12:47.732,6995.0,1,53.0,False,1,car,1.0,3
0 days 00:00:01.990000,2019-05-26 13:12:47.971,7813.0,1,59.0,False,1,car,1.0,3
0 days 00:00:02.230000,2019-05-26 13:12:48.211,9330.0,1,61.0,False,1,car,1.0,3
0 days 00:00:02.431000,2019-05-26 13:12:48.412,10030.0,1,69.0,False,1,car,1.0,3
0 days 00:00:02.671000,2019-05-26 13:12:48.652,11063.0,1,73.0,False,1,car,1.0,3
0 days 00:00:02.911000,2019-05-26 13:12:48.892,10753.0,1,76.0,False,1,car,1.0,3
0 days 00:00:03.151000,2019-05-26 13:12:49.132,9909.0,2,80.0,False,1,car,1.0,3
0 days 00:00:03.391000,2019-05-26 13:12:49.372,11589.0,2,87.0,False,1,car,1.0,3
0 days 00:00:03.671000,2019-05-26 13:12:49.652,10982.0,2,94.0,False,1,car,1.0,3
0 days 00:00:03.912000,2019-05-26 13:12:49.893,11110.0,3,100.0,False,1,car,1.0,3
0 days 00:00:04.151000,2019-05-26 13:12:50.132,11260.0,3,100.0,False,1,car,1.0,3
0 days 00:00:04.391000,2019-05-26 13:12:50.372,10262.0,4,100.0,False,1,car,1.0,3
0 days 00:00:04.631000,2019-05-26 13:12:50.612,10827.0,4,100.0,False,1,car,1.0,3
0 days 00:00:04.871000,2019-05-26 13:12:50.852,11301.0,4,100.0,False,1,car,1.0,3
0 days 00:00:05.112000,2019-05-26 13:12:51.093,10625.0,4,80.0,False,1,car,1.0,3
0 days 00:00:05.351000,2019-05-26 13:12:51.332,9654.0,5,0.0,False,1,car,1.0,3
0 days 00:00:05.552000,2019-05-26 13:12:51.533,9488.0,5,24.0,True,1,car,1.0,3
0 days 00:00:05.791000,2019-05-26 13:12:51.772,10008.0,5,0.0,True,1,car,1.0,3
0 days 00:00:06.031000,2019-05-26 13:12:52.012,9941.0,4,0.0,True,1,car,1.0,3
0 days 00:00:06.271000,2019-05-26 13:12:52.252,10332.0,3,0.0,True,1,car,1.0,3
0 days 00:00:06.472000,2019-05-26 13:12:52.453,9594.0,3,0.0,True,1,car,1.0,3
0 days 00:00:06.712000,2019-05-26 13:12:52.693,9532.0,3,0.0,True,1,car,1.0,3
0 days 00:00:06.952000,2019-05-26 13:12:52.933,10133.0,2,1.0,False,1,car,1.0,3
0 days 00:00:07.192000,2019-05-26 13:12:53.173,9595.0,2,0.0,True,1,car,1.0,3
0 days 00:00:07.431000,2019-05-26 13:12:53.412,8681.0,2,0.0,True,1,car,1.0,3
0 days 00:00:07.671000,2019-05-26 13:12:53.652,7499.0,2,0.0,True,1,car,1.0,3
0 days 00:00:07.872000,2019-05-26 13:12:53.853,7105.0,2,4.0,False,1,car,1.0,3
0 days 00:00:08.112000,2019-05-26 13:12:54.093,7116.0,2,14.0,False,1,car,1.0,3
0 days 00:00:08.351000,2019-05-26 13:12:54.332,7044.0,2,19.0,False,1,car,1.0,3
