DriverNumber,LapNumber,RPM,nGear,Throttle,Brake,DRS,Year
3,1,9287.741839762612,3.106824925816024,41.90504451038576,92,0,2019
3,2,9406.570570570571,3.3813813813813813,45.15615615615616,78,0,2019
3,3,9481.610119047618,3.4464285714285716,46.99404761904762,75,0,2019
3,4,9320.52537313433,3.4716417910447763,47.71641791044776,72,0,2019
3,5,9472.747747747748,3.3843843843843846,46.45945945945946,70,0,2019
3,6,9493.06567164179,3.4238805970149255,47.397014925373135,70,0,2019
3,7,9503.807692307691,3.3905325443786984,47.071005917159766,69,0,2019
3,8,9422.287833827893,3.394658753709199,45.916913946587535,68,0,2019
3,9,9515.207386363636,3.46875,45.89488636363637,62,0,2019
3,10,9124.607210626185,2.7590132827324476,34.65654648956357,100,0,2019
3,11,8562.817757009347,1.969626168224299,34.08644859813084,77,0,2019
3,12,9313.228070175439,2.2907268170426067,35.473684210526315,77,0,2019
3,13,9437.891257995736,2.443496801705757,35.507462686567166,106,0,2019
3,14,8523.314121037463,1.968299711815562,27.645533141210375,77,0,2019
3,15,9369.15,3.226470588235294,42.03823529411765,89,0,2019
3,16,9466.976119402985,3.2597014925373133,42.89850746268657,85,0,2019
3,17,9444.551319648093,3.3812316715542523,45.08797653958944,78,0,2019
3,18,9300.733918128655,3.4239766081871346,44.85087719298246,85,12,2019
3,19,9307.25219941349,3.3900293255131966,43.57184750733138,83,20,2019
3,20,9372.717647058824,3.3147058823529414,43.86176470588235,85,15,2019
3,21,9303.254385964912,3.4678362573099415,45.47953216374269,82,20,2019
3,22,9222.466275659825,3.3929618768328447,42.856304985337246,78,16,2019
3,23,9205.043731778425,3.4402332361516037,43.00874635568513,75,7,2019
3,24,9050.292537313433,3.4208955223880597,42.93134328358209,71,0,2019
3,25,9197.426035502958,3.56508875739645,45.38461538461539,74,0,2019
3,26,9230.45945945946,3.4504504504504503,42.92192192192192,69,0,2019
3,27,9291.014925373134,3.5104477611940297,45.44776119402985,76,0,2019
3,28,9247.958456973294,3.4955489614243325,46.053412462908014,76,0,2019
3,29,9210.283987915407,3.495468277945619,44.39274924471299,76,0,2019
3,30,9356.507462686568,3.4865671641791045,45.84776119402985,79,0,2019
3,31,9295.644578313253,3.4909638554216866,45.74698795180723,76,0,2019
3,32,9305.249258160238,3.5341246290801185,47.26706231454006,77,0,2019
3,33,9180.192192192193,3.4474474474474475,44.46546546546546,71,0,2019
3,34,9282.237237237237,3.5285285285285286,44.828828828828826,71,0,2019
3,35,9292.091988130564,3.540059347181009,45.287833827893174,71,0,2019
3,36,9288.316568047338,3.4792899408284024,45.89349112426036,73,0,2019
3,37,9201.308605341246,3.513353115727003,44.074183976261125,70,0,2019
3,38,9201.428143712576,3.4910179640718564,44.33233532934132,72,0,2019
3,39,9141.8,3.5757575757575757,45.233333333333334,72,0,2019
3,40,9370.942424242425,3.521212121212121,46.25151515151515,73,0,2019
3,41,9326.078313253012,3.5542168674698793,46.536144578313255,73,0,2019
3,42,9268.883582089553,3.573134328358209,45.59701492537314,78,5,2019
