Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.098000,2023-05-28 13:03:04.025,9549.0,1,25.0,False,1,car,1.0,63
0 days 00:00:00.378000,2023-05-28 13:03:04.305,9484.0,1,25.0,False,1,car,1.0,63
0 days 00:00:00.618000,2023-05-28 13:03:04.545,7944.0,1,24.0,False,1,car,1.0,63
0 days 00:00:00.858000,2023-05-28 13:03:04.785,6264.0,1,24.0,False,1,car,1.0,63
0 days 00:00:01.178000,2023-05-28 13:03:05.105,4969.0,1,23.0,False,1,car,1.0,63
0 days 00:00:01.458000,2023-05-28 13:03:05.385,4875.0,1,24.0,False,1,car,1.0,63
0 days 00:00:01.698000,2023-05-28 13:03:05.625,5325.0,1,34.0,False,1,car,1.0,63
0 days 00:00:01.858000,2023-05-28 13:03:05.785,5325.0,1,34.0,False,1,car,1.0,63
0 days 00:00:02.058000,2023-05-28 13:03:05.985,6585.0,1,48.0,False,1,car,1.0,63
0 days 00:00:02.258000,2023-05-28 13:03:06.185,7845.0,1,51.0,False,1,car,1.0,63
0 days 00:00:02.538000,2023-05-28 13:03:06.465,9262.0,1,53.0,False,1,car,1.0,63
0 days 00:00:02.937000,2023-05-28 13:03:06.864,10541.0,1,64.0,False,1,car,1.0,63
0 days 00:00:03.217000,2023-05-28 13:03:07.144,12501.0,1,74.0,False,1,car,1.0,63
0 days 00:00:03.497000,2023-05-28 13:03:07.424,11659.0,1,75.0,False,1,car,1.0,63
0 days 00:00:03.697000,2023-05-28 13:03:07.624,11744.0,2,83.0,False,1,car,1.0,63
0 days 00:00:03.857000,2023-05-28 13:03:07.784,12901.0,2,100.0,False,1,car,1.0,63
0 days 00:00:04.057000,2023-05-28 13:03:07.984,12709.0,2,100.0,False,1,car,1.0,63
0 days 00:00:04.337000,2023-05-28 13:03:08.264,11213.0,3,100.0,False,1,car,1.0,63
0 days 00:00:04.577000,2023-05-28 13:03:08.504,11505.0,3,100.0,False,1,car,1.0,63
0 days 00:00:04.777000,2023-05-28 13:03:08.704,10372.0,3,99.0,False,1,car,1.0,63
0 days 00:00:05.017000,2023-05-28 13:03:08.944,10879.0,4,100.0,False,1,car,1.0,63
0 days 00:00:05.258000,2023-05-28 13:03:09.185,11314.0,4,95.0,False,1,car,1.0,63
0 days 00:00:05.538000,2023-05-28 13:03:09.465,9867.0,5,65.0,True,1,car,1.0,63
0 days 00:00:05.698000,2023-05-28 13:03:09.625,9724.0,5,52.0,True,1,car,1.0,63
0 days 00:00:05.938000,2023-05-28 13:03:09.865,9196.0,5,0.0,True,1,car,1.0,63
0 days 00:00:06.098000,2023-05-28 13:03:10.025,8924.0,5,0.0,True,1,car,1.0,63
0 days 00:00:06.298000,2023-05-28 13:03:10.225,9489.0,5,0.0,True,1,car,1.0,63
0 days 00:00:06.578000,2023-05-28 13:03:10.505,9391.0,4,0.0,True,1,car,1.0,63
0 days 00:00:06.818000,2023-05-28 13:03:10.745,9417.0,4,0.0,True,1,car,1.0,63
0 days 00:00:07.138000,2023-05-28 13:03:11.065,9430.0,3,0.0,True,1,car,1.0,63
