Time,Date,RPM,nGear,Throttle,Brake,DRS,Source,LapNumber,DriverNumber
0 days 00:00:00.026000,2021-05-23 13:02:55.466,9963.0,1,25.0,False,1,car,1.0,99
0 days 00:00:00.266000,2021-05-23 13:02:55.706,10001.0,1,25.0,False,1,car,1.0,99
0 days 00:00:00.546000,2021-05-23 13:02:55.986,9021.0,1,27.0,False,1,car,1.0,99
0 days 00:00:00.786000,2021-05-23 13:02:56.226,7341.0,1,26.0,False,1,car,1.0,99
0 days 00:00:01.026000,2021-05-23 13:02:56.466,5661.0,1,26.0,False,1,car,1.0,99
0 days 00:00:01.266000,2021-05-23 13:02:56.706,4821.0,1,27.0,False,1,car,1.0,99
0 days 00:00:01.506000,2021-05-23 13:02:56.946,5837.0,1,37.0,False,1,car,1.0,99
0 days 00:00:01.746000,2021-05-23 13:02:57.186,6797.0,1,46.0,False,1,car,1.0,99
0 days 00:00:01.986000,2021-05-23 13:02:57.426,8257.0,1,50.0,False,1,car,1.0,99
0 days 00:00:02.225000,2021-05-23 13:02:57.665,9239.0,1,53.0,False,1,car,1.0,99
0 days 00:00:02.465000,2021-05-23 13:02:57.905,10180.0,1,63.0,False,1,car,1.0,99
0 days 00:00:02.705000,2021-05-23 13:02:58.145,11191.0,1,65.0,False,1,car,1.0,99
0 days 00:00:02.945000,2021-05-23 13:02:58.385,10911.0,1,76.0,False,1,car,1.0,99
0 days 00:00:03.185000,2021-05-23 13:02:58.625,10761.0,2,83.0,False,1,car,1.0,99
0 days 00:00:03.386000,2021-05-23 13:02:58.826,12021.0,2,92.0,False,1,car,1.0,99
0 days 00:00:03.626000,2021-05-23 13:02:59.066,10901.0,2,92.0,False,1,car,1.0,99
0 days 00:00:03.866000,2021-05-23 13:02:59.306,11360.0,3,98.0,False,1,car,1.0,99
0 days 00:00:04.106000,2021-05-23 13:02:59.546,11023.0,3,100.0,False,1,car,1.0,99
0 days 00:00:04.346000,2021-05-23 13:02:59.786,10906.0,4,100.0,False,1,car,1.0,99
0 days 00:00:04.586000,2021-05-23 13:03:00.026,11543.0,4,100.0,False,1,car,1.0,99
0 days 00:00:04.866000,2021-05-23 13:03:00.306,12193.0,4,100.0,False,1,car,1.0,99
0 days 00:00:05.106000,2021-05-23 13:03:00.546,10983.0,5,100.0,False,1,car,1.0,99
0 days 00:00:05.346000,2021-05-23 13:03:00.786,11199.0,5,100.0,True,1,car,1.0,99
0 days 00:00:05.586000,2021-05-23 13:03:01.026,10300.0,5,4.0,True,1,car,1.0,99
0 days 00:00:05.826000,2021-05-23 13:03:01.266,9810.0,5,23.0,True,1,car,1.0,99
0 days 00:00:06.066000,2021-05-23 13:03:01.506,8717.0,5,0.0,True,1,car,1.0,99
0 days 00:00:06.306000,2021-05-23 13:03:01.746,8139.0,5,2.0,True,1,car,1.0,99
0 days 00:00:06.586000,2021-05-23 13:03:02.026,8556.0,5,0.0,True,1,car,1.0,99
0 days 00:00:06.826000,2021-05-23 13:03:02.266,8357.0,4,0.0,True,1,car,1.0,99
0 days 00:00:07.066000,2021-05-23 13:03:02.506,9247.0,4,0.0,True,1,car,1.0,99
0 days 00:00:07.306000,2021-05-23 13:03:02.746,8881.0,3,0.0,True,1,car,1.0,99
0 days 00:00:07.546000,2021-05-23 13:03:02.986,8802.0,3,3.0,True,1,car,1.0,99
0 days 00:00:07.786000,2021-05-23 13:03:03.226,9623.0,2,6.0,True,1,car,1.0,99
0 days 00:00:08.026000,2021-05-23 13:03:03.466,8783.0,2,0.0,True,1,car,1.0,99
0 days 00:00:08.266000,2021-05-23 13:03:03.706,8525.0,2,1.0,True,1,car,1.0,99
0 days 00:00:08.506000,2021-05-23 13:03:03.946,7626.0,2,0.0,True,1,car,1.0,99
0 days 00:00:08.746000,2021-05-23 13:03:04.186,6682.0,2,0.0,True,1,car,1.0,99
0 days 00:00:08.985000,2021-05-23 13:03:04.425,6353.0,2,1.0,True,1,car,1.0,99
0 days 00:00:09.225000,2021-05-23 13:03:04.665,6385.0,2,7.0,True,1,car,1.0,99
0 days 00:00:09.505000,2021-05-23 13:03:04.945,5990.0,2,0.0,True,1,car,1.0,99
0 days 00:00:09.745000,2021-05-23 13:03:05.185,5633.0,2,13.0,False,1,car,1.0,99
0 days 00:00:09.946000,2021-05-23 13:03:05.386,4764.0,2,0.0,True,1,car,1.0,99
0 days 00:00:10.186000,2021-05-23 13:03:05.626,5583.0,2,9.0,False,1,car,1.0,99
0 days 00:00:10.426000,2021-05-23 13:03:05.866,5985.0,2,31.0,False,1,car,1.0,99
0 days 00:00:10.666000,2021-05-23 13:03:06.106,6919.0,2,39.0,False,1,car,1.0,99
0 days 00:00:10.906000,2021-05-23 13:03:06.346,7143.0,2,40.0,False,1,car,1.0,99
0 days 00:00:11.146000,2021-05-23 13:03:06.586,7926.0,2,59.0,False,1,car,1.0,99
0 days 00:00:11.386000,2021-05-23 13:03:06.826,8486.0,2,59.0,False,1,car,1.0,99
0 days 00:00:11.626000,2021-05-23 13:03:07.066,9273.0,2,68.0,False,1,car,1.0,99
0 days 00:00:11.866000,2021-05-23 13:03:07.306,10301.0,2,79.0,False,1,car,1.0,99
