DriverNumber,LapNumber,RPM,nGear,Throttle,Brake,DRS,Year
3,1,9600.39169139466,2.836795252225519,37.881305637982194,83,0,2021
3,2,9218.807228915663,3.4578313253012047,41.31325301204819,86,0,2021
3,3,9285.746987951807,3.572289156626506,43.66867469879518,79,5,2021
3,4,9155.906060606061,3.6454545454545455,43.61818181818182,78,12,2021
3,5,9247.191489361701,3.6048632218844983,44.01215805471124,78,0,2021
3,6,9208.32,3.6738461538461538,43.870769230769234,70,0,2021
3,7,9341.363076923077,3.664615384615385,45.55384615384615,75,0,2021
3,8,9343.19877675841,3.6422018348623855,45.510703363914374,82,0,2021
3,9,9318.29357798165,3.694189602446483,46.22018348623853,81,0,2021
3,10,9333.030674846626,3.6226993865030677,45.26993865030675,78,0,2021
3,11,9298.123456790123,3.6604938271604937,45.5462962962963,77,0,2021
3,12,9393.959752321982,3.671826625386997,46.27554179566563,76,0,2021
3,13,9420.270186335403,3.6739130434782608,47.72049689440994,78,0,2021
3,14,9467.252336448599,3.6853582554517135,47.875389408099686,81,0,2021
3,15,9446.239130434782,3.6770186335403725,48.02795031055901,81,0,2021
3,16,9435.30625,3.678125,46.69375,77,0,2021
3,17,9557.42367601246,3.6510903426791277,48.13395638629284,79,0,2021
3,18,9535.897196261682,3.6510903426791277,47.601246105919,78,0,2021
3,19,9538.28173374613,3.656346749226006,48.591331269349844,76,0,2021
3,20,9422.987692307692,3.686153846153846,48.926153846153845,84,0,2021
3,21,9383.28173374613,3.7120743034055725,47.88854489164087,80,0,2021
3,22,9480.393188854488,3.668730650154799,47.690402476780186,77,0,2021
3,23,9416.471875,3.696875,48.18125,83,0,2021
3,24,9398.071651090342,3.7196261682242993,47.93457943925234,83,0,2021
3,25,9461.797507788162,3.7414330218068534,48.73520249221184,84,0,2021
3,26,9420.23125,3.721875,47.990625,81,0,2021
3,27,9425.568322981366,3.7080745341614905,48.25776397515528,91,0,2021
3,28,9386.376947040499,3.716510903426791,47.69470404984423,88,0,2021
3,29,9435.336448598131,3.7289719626168223,48.98442367601246,85,0,2021
3,30,9502.565217391304,3.6925465838509317,49.16459627329193,86,0,2021
3,31,9435.87306501548,3.6904024767801857,46.8266253869969,88,0,2021
3,32,9473.447530864198,3.675925925925926,48.4537037037037,85,0,2021
3,33,9468.246913580248,3.675925925925926,48.71913580246913,83,0,2021
3,34,9440.663580246914,3.6666666666666665,48.398148148148145,84,0,2021
3,35,9577.237974683545,3.929113924050633,51.40253164556962,98,0,2021
3,36,8491.112094395281,2.5486725663716814,35.41297935103245,93,0,2021
3,37,9274.477848101265,3.319620253164557,42.99367088607595,82,0,2021
3,38,9512.589743589744,3.7628205128205128,49.30769230769231,82,0,2021
3,39,9607.949044585986,3.745222929936306,50.7484076433121,89,0,2021
3,40,9639.241157556271,3.717041800643087,49.948553054662376,87,0,2021
3,41,9605.814102564103,3.78525641025641,50.76923076923077,81,0,2021
3,42,9607.306451612903,3.767741935483871,50.274193548387096,83,0,2021
3,43,9563.430340557275,3.7430340557275543,50.89473684210526,82,0,2021
3,44,9346.32198142415,3.6625386996904026,45.54798761609907,87,0,2021
3,45,9404.588235294117,3.773529411764706,48.773529411764706,95,35,2021
3,46,9063.167701863355,3.3509316770186337,38.5,97,2,2021
3,47,9395.493670886075,3.7373417721518987,46.537974683544306,87,0,2021
3,48,9517.987341772152,3.7246835443037973,48.120253164556964,82,0,2021
3,49,9511.041009463723,3.7413249211356465,47.217665615141954,84,0,2021
3,50,9498.827160493827,3.682098765432099,49.660493827160494,84,0,2021
3,51,9472.882165605095,3.678343949044586,46.19426751592356,86,0,2021
3,52,9512.17252396166,3.8146964856230032,49.108626198083066,89,0,2021
3,53,9569.736507936508,3.746031746031746,49.18412698412698,82,0,2021
3,54,9550.17252396166,3.747603833865815,49.236421725239616,90,0,2021
3,55,9602.843450479233,3.769968051118211,49.424920127795524,84,0,2021
3,56,9537.14331210191,3.767515923566879,48.12738853503185,82,0,2021
3,57,9554.328025477707,3.767515923566879,49.302547770700635,83,0,2021
3,58,9586.674121405751,3.753993610223642,48.53674121405751,84,0,2021
3,59,9444.405660377359,3.770440251572327,48.138364779874216,86,0,2021
3,60,9489.351681957187,3.7003058103975537,49.08868501529052,89,0,2021
3,61,9402.42356687898,3.627388535031847,43.49363057324841,92,0,2021
3,62,9558.948553054663,3.784565916398714,49.167202572347264,84,0,2021
3,63,9520.825396825398,3.768253968253968,49.44444444444444,81,0,2021
